,SMILES,Name,MW,AlogP,HBA,HBD,RB,HeavyAtomCount,ChiralCenterCount,ChiralCenterCountAllPossible,RingCount,PSA,Estate,MR,Polar,SMILES,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,VOC,JSC,FF,PCE
652,CCCCN(CCCC)c1ccc(cc1)[C+]2C([O-])[C+](C2[O-])c3ccc(cc3)N(C)CCOC(=O)CCC(=O)OCc(c4)ccc(c45)c(=C(C#N)C#N)c6c(c5=C(C#N)C#N)cccc6,653,852.9741,7.6341,8,0,20,64,0,2,6,200.36,157.171,235.763,106.222,CCCCN(c1ccc(cc1)[C+]1C([O-])[C+](C1[O-])c1ccc(cc1)N(CCOC(=O)CCC(=O)OCc1ccc2c(c1)c(=C(C#N)C#N)c1c(c2=C(C#N)C#N)cccc1)C)CCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.01.006,squarylium,632.0,656.0,370.0,2.81,0.64,0.67
653,c1ccccc1N(c2ccccc2)c3ccc(cc3)-c4cnc(cc4)C=5N(CCCCCCCC)C(=O)C(C56)=C(N(C6=O)CCCCCCCC)c7ccc(cn7)-c8ccc(s8)/C=C(/C#N)C(=O)O,654,935.1839,13.1254,5,0,22,69,0,0,8,158.97,151.339,275.9938,124.797,CCCCCCCCn1c(=O)c2c(c1c1ccc(cn1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c(=O)n(c2c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra27288b,triphenylamine,579.0,,494.0,14.31,68.0,4.8
654,O=C(O)c([nH]1)c(C(=O)O)[nH]c2c3cccc(c3c4c12)c(cc4)N(C)c5ccccc5,655,399.3988,4.1156,0,2,4,30,0,0,5,109.42,77.004,109.4205,53.7,OC(=O)c1[nH]c2c3cccc4c3c(c2[nH]c1C(=O)O)ccc4N(c1ccccc1)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2010.05.017,acenaphthopyrazine,444.0,585.0,638.0,4.1,0.6970000000000001,1.82
655,O=C(O)c(c1)c(C(=O)O)cc(c12)[nH]c3c([nH]2)c4c5c3ccc(c5ccc4)N(c6ccccc6)c7ccccc7,656,511.5268,6.6006,0,2,5,39,0,0,7,109.42,94.005,145.6483,73.147,OC(=O)c1cc2[nH]c3c4ccc(c5c4c(c3[nH]c2cc1C(=O)O)ccc5)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2010.05.017,acenaphthopyrazine,444.0,590.0,650.0,6.27,0.6990000000000001,2.85
656,c1ccccc1N(CCCC)c2ccc(c3c24)c5c(c3ccc4)[nH]c6c([nH]5)cc(C(=O)O)c(c6)C(=O)O,657,491.5372,6.3527,0,2,7,37,0,0,6,109.42,88.838,139.7439,67.563,CCCCN(c1ccc2c3c1cccc3c1c2[nH]c2c([nH]1)cc(c(c2)C(=O)O)C(=O)O)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2010.05.017,acenaphthopyrazine,435.0,608.0,632.0,5.89,0.705,2.62
657,O=C(O)c(c1)c(C(=O)O)cc(c12)[nH]c3c([nH]2)c4c5c3ccc(c5ccc4)N(C)c6ccccc6,658,449.4575,5.024,0,2,4,34,0,0,6,109.42,84.338,125.8707,62.058,OC(=O)c1cc2[nH]c3c4ccc(c5c4c(c3[nH]c2cc1C(=O)O)ccc5)N(c1ccccc1)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2010.05.017,acenaphthopyrazine,424.0,607.0,589.0,3.78,0.6629999999999999,1.48
658,O=C(O)/C(C#N)=C/c1sc(cc1)-c2c(CCCCCC)nc(s2)-c3nc(CCCCCC)c(s3)-c4ccc(cc4)N(c5ccccc5)c6ccccc6,659,757.0408,13.4422,3,0,18,53,0,0,6,174.83,112.337,219.6704,102.373,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(n1)CCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c0jm03811c,triphenylamine,457.0,,810.0,11.78,0.6,5.73
659,O=C(O)/C(C#N)=C/c1sc(cc1)-c2sc(nc2CCCCCC)-c3nc(CCCCCC)c(s3)C#Cc4ccc(cc4)N(c5ccccc5)c6ccccc6,660,781.0622,14.0326,3,0,18,55,0,0,6,174.83,117.337,219.6704,104.939,CCCCCCc1nc(sc1C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)c1nc(c(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c0jm03811c,triphenylamine,465.0,,754.0,12.06,0.62,5.6
660,Fc1c(F)c(F)c(F)c(F)c1-n2c(ccc2/C=C(\C#N)C(=O)O)/C=C/c3ccc(cc3)N(c4ccccc4)c5ccccc5,661,597.5335,9.2428,1,0,7,44,0,0,5,69.26,127.838,154.973,74.507,N#C/C(=C\c1ccc(n1c1c(F)c(F)c(c(c1F)F)F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.05.030,triphenylamine,493.0,,730.0,12.9,0.67,6.23
661,C=Cc1ccc(cc1)N(c2ccccc2)c3ccc(cc3)/C=C4/SC(=S)N(C4=O)CC(=O)O,662,472.5786,6.3877,2,0,7,33,0,0,4,118.24,80.003,138.04,62.825,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp067930a,triphenylamine,461.0,602.0,563.0,18.2,0.57,5.84
662,C=Cc1ccc(cc1)N(c2ccccc2)c3ccc(cc3)/C=C/C=C4/SC(=S)N(C4=O)CC(=O)O,663,498.6159,6.8555,2,0,8,35,0,0,4,118.24,84.003,148.3586,66.303,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C/C=C\1/SC(=S)N(C1=O)CC(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp067930a,triphenylamine,474.0,640.0,456.0,4.5,0.62,1.27
663,OC(=O)CN1C(=S)S/C(C1=O)=C/c2ccc(cc2)N(c3ccccc3)c4ccccc4,664,446.5413,5.836,2,0,6,31,0,0,4,118.24,75.336,128.3537,59.347,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp067930a,triphenylamine,458.0,540.0,564.0,13.0,0.59,4.32
664,CCCCCCCCOc1ccc(cc1)-c2ccc(cc2)N(c3ccc(cc3)-c4ccc(c(c45)nsn5)-c6ccc(cc6)C(=O)O)c7ccc(cc7)-c8ccc(cc8)OCCCCCCCC,665,908.1983,17.2428,4,0,24,67,0,0,8,113.02,136.172,276.5226,130.071,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c6cp05173a,triphenylamine,456.0,,730.0,11.4,0.69,5.7
665,CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c4ccc(s4)-c5scc(c5)-c(c(n6)-c7ccc(s7)/C=C(\C#N)C(=O)O)nc(c68)cccc8-c9ccc(s9)-c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,666,1440.9382,26.8193,7,0,37,103,0,0,12,243.23,208.841,420.1414,199.704,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1scc(c1)c1nc2cccc(c2nc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta11398a,triphenylamine,542.0,,720.0,13.2,0.65,6.1
666,CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c4ccc(s4)-c5ccc(c(c56)nc(-c7ccc(s7)/C=C(/C#N)C(=O)O)c(n6)-c8ccc(s8)/C=C(/C#N)C(=O)O)-c9ccc(s9)-c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,667,1535.9944,27.0524,8,0,38,110,0,0,12,304.32,236.342,442.1674,207.592,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nc(c1ccc(s1)/C=C(\C(=O)O)/C#N)c(n2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta11398a,triphenylamine,528.0,,725.0,11.6,0.63,5.2
667,O=C(O)/C(C#N)=C/c1sc(cc1C)-c(c2)ccc(c23)n(cc3SC#N)-c4ccc(cc4)N(c5ccc(C)cc5)c6ccc(C)cc6,668,636.7845,10.5215,2,0,8,46,0,0,6,146.59,105.671,181.7713,88.633,N#CSc1cn(c2c1cc(cc2)c1cc(c(s1)/C=C(/C(=O)O)\C#N)C)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2013.09.106,triphenylamine,426.0,606.0,750.0,12.23,0.73,6.74
668,N#C/C(C(=O)O)=C\c1sc(cc1C)-c(c2)ccc(c23)n(cc3)-c4ccc(cc4)N(c5ccc(C)cc5)c6ccc(C)cc6,669,579.7101,9.9471,1,0,8,43,0,0,6,97.5,95.671,171.8615,83.781,N#C/C(=C\c1sc(cc1C)c1ccc2c(c1)ccn2c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2013.09.106,triphenylamine,430.0,613.0,760.0,9.78,0.74,5.53
669,O=C(O)/C(C#N)=C\c1sc(cc1)-c2cnc(cc2)C=3N(CC(CC)CCCC)C(=O)C(C34)=C(N(C4=O)CC(CC)CCCC)c5ccc(cn5)-c6ccc(cc6)N(c7ccccc7)c8ccccc8,670,935.1839,12.8516,5,0,21,69,0,2,8,158.97,152.005,275.7354,124.797,CCCCC(Cn1c(c2ccc(cn2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra27288b,triphenylamine,564.0,,523.0,14.72,68.0,5.26
670,O=C(O)/C(C#N)=C/c1ccc(cc1)-c2sc(cc2CCCCCC)-c3ccc(c(c34)nsn4)-c5ccc(s5)-c6ccc(cc6)N(c7ccc(cc7)-c8ccc(cc8)OCC(CC)CCCCC)c9ccc(cc9)-c1ccc(cc1)OCC(CC)CCCCC,671,1235.7051,24.3011,5,0,32,89,0,2,10,193.29,179.506,372.111,172.797,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)c1ccc(cc1)OCC(CCCCC)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.04.020,triphenylamine,524.0,,714.0,11.54,0.67,5.49
671,O=C(O)/C(C#N)=C/c1sc(cc1)-c2sc(nc2CCCCCC)-c3nc(CCCCCC)c(s3)-c4ccc(cc4)N(c5ccc(cc5)OC)c6ccc(cc6)OC,672,817.0927,13.4094,5,0,20,57,0,0,6,193.29,122.671,232.5968,107.317,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1nc(c(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c0jm03811c,triphenylamine,460.0,,745.0,10.22,0.59,4.48
672,O=C(O)/C(C#N)=C/c1ccc(cc1)-c2sc(nc2CCCCCC)-c3nc(CCCCCC)c(s3)-c4ccc(cc4)N(c5ccc(cc5)OC)c6ccc(cc6)OC,673,811.065,13.3617,5,0,20,58,0,0,6,165.05,124.838,236.2535,108.883,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1nc(c(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c0jm03811c,triphenylamine,410.0,,782.0,8.92,0.6,4.2
673,O=C(O)/C(C#N)=C/c1ccc(cc1)C#Cc2c(CCCCCC)nc(s2)-c3nc(CCCCCC)c(s3)-c4ccc(cc4)N(c5ccc(cc5)OC)c6ccc(cc6)OC,674,835.0864,13.9521,5,0,20,60,0,0,6,165.05,129.838,236.2535,111.449,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1sc(c(n1)CCCCCC)C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c0jm03811c,triphenylamine,426.0,,790.0,10.51,0.61,5.05
674,CCCCCCc1cc(-c2ccc(s2)/C=C(\C#N)C(=O)O)sc1-c3cnc(c(c34)nsn4)-c5ccc(cc5)N(c6ccc(cc6)OCCCCCC)c7ccc(cc7)OCCCCCC,675,924.2458,16.4537,6,0,24,65,0,0,7,206.18,136.838,266.8259,121.762,CCCCCCc1cc(sc1c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta05350h,triphenylamine,554.0,,665.0,6.47,0.672,2.86
675,CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c4ncc(c(c45)nsn5)-c6sc(cc6CCCCCC)-c7sc(/C=C(\C#N)C(=O)O)c(c7)CCCCCC,676,1008.4053,19.2209,6,0,29,71,0,0,7,206.18,146.005,294.8721,132.772,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ncc(c2c1nsn2)c1sc(cc1CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta05350h,triphenylamine,548.0,,657.0,8.42,0.6940000000000001,3.84
676,CCCCCCc1cc(-c2ccc(cc2)/C=C(\C#N)C(=O)O)sc1-c3cnc(c(c34)nsn4)-c5ccc(cc5)N(c6ccc(cc6)OCCCCCC)c7ccc(cc7)OCCCCCC,677,918.2181,16.406,6,0,24,66,0,0,7,177.94,139.005,270.4826,123.328,CCCCCCc1cc(sc1c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta05350h,triphenylamine,540.0,,717.0,9.05,0.687,4.46
677,CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c4cc(CCCCCC)c(s4)-c5ncc(c(c56)nsn6)-c7sc(cc7CCCCCC)-c8ccc(cc8)/C=C(\C#N)C(=O)O,678,1084.5012,20.846,6,0,30,77,0,0,8,206.18,157.339,320.0083,145.696,CCCCCCc1cc(sc1c1ncc(c2c1nsn2)c1sc(cc1CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta05350h,triphenylamine,563.0,,749.0,12.54,0.6709999999999999,6.3
678,CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)-c4ccc(s4)-c5ncc(c(c56)nsn6)-c7ccc(s7)-c8ccc(cc8)/C=C(\C#N)C(=O)O,679,916.1823,15.3116,6,0,20,65,0,0,8,206.18,139.005,263.9159,123.676,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ncc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta05350h,triphenylamine,591.0,,650.0,3.24,0.627,1.32
679,OC(=O)CN(C1=O)C(=O)c2ccc(c(c2c13)ccc3)-c4ccc(cc4)N(c5ccccc5)c6ccccc6,680,498.5281,6.0779,2,0,6,38,0,0,6,77.92,91.504,144.0474,70.991,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.01.010,triphenylamine,419.0,,597.0,2.51,0.73,1.1
680,c1ccccc1N(c2ccccc2)c3ccc(cc3)-c(cc4)c(c5c46)c(ccc5C(=O)N(C6=O)CC(=O)O)-c7ccc(cc7)N(c8ccccc8)c9ccccc9,681,741.8306,10.9289,2,0,10,57,0,0,9,81.16,127.839,222.3441,111.114,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.01.010,triphenylamine,438.0,,662.0,4.62,0.74,2.27
681,CCCCOc1ccc(c(c1)OCCCC)-c2ccc(cc2)N(c3ccc(cc3)-c4ccc(s4)/C=C(\C#N)C(=O)O)c5ccc(cc5)-c6ccc(OCCCC)cc6OCCCC,682,863.1131,14.926,5,0,23,63,0,0,6,129.49,135.005,254.714,117.899,CCCCOc1ccc(c(c1)OCCCC)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCC)OCCCC)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/adfm.201002319,triphenylamine,500.0,658.0,785.0,12.34,0.7,6.74
682,CCCCOc1cc(OCCCC)ccc1-c2ccc(cc2)N(c3ccc(cc3)-c4ccc(s4)/C=C(\C#N)C(=O)O)c5ccc(cc5)-c6ccc(s6)/C=C(\C#N)C(=O)O,683,819.9856,12.2604,4,0,16,59,0,0,6,200.36,141.005,232.7825,108.267,CCCCOc1cc(OCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/adfm.201002319,triphenylamine,504.0,646.0,663.0,12.25,0.68,5.51
683,O=C(O)/C(C#N)=C\c1sc(cc1)-c2sc(cc2)-c3c(CCCC)c(CCCC)c(s3)-c4ccc(s4)-c5ccc(cc5)N(c6ccccc6)c7ccccc7,684,781.082,15.368,1,0,15,54,0,0,7,177.29,113.504,225.2229,108.897,CCCCc1c(sc(c1CCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c1jm12181b,triphenylamine,477.0,,765.0,14.2,0.66,7.17
684,O=C(O)/C(C#N)=C\c1sc(cc1)-c2c(CCCC)c(CCCC)c(s2)-c(s3)cc(c34)sc5c4sc(c5)-c6ccc(s6)-c7ccc(cc7)N(c8ccccc8)c9ccccc9,685,893.2548,17.4936,1,0,15,60,0,0,9,233.77,123.838,250.8099,122.481,CCCCc1c(sc(c1CCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c1jm12181b,triphenylamine,465.0,,715.0,13.5,0.65,6.27
685,N#C/C(C(=O)O)=C\c1ccc(s1)-c2ccc(c(c23)nsn3)-c4ccc(s4)-c5ccc(cc5)N(c6ccccc6)c7ccccc7,686,638.7805,9.9592,3,0,9,45,0,0,7,174.83,101.337,182.2318,88.711,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.03.015,triphenylamine,533.0,745.0,540.0,11.9,0.59,3.81
686,COc1ccc(cc1)N(c2ccc(cc2)OC)c3ccc(cc3)-c4cnc(cc4)C=5N(CCCCCCCC)C(=O)C(C56)=C(N(C6=O)CCCCCCCC)c7ccc(cn7)-c8ccc(s8)/C=C(/C#N)C(=O)O,687,995.2359,13.0926,7,0,24,73,0,0,8,177.43,161.673,288.9202,129.741,CCCCCCCCn1c(=O)c2c(c1c1ccc(cn1)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c(=O)n(c2c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra27288b,triphenylamine,588.0,,425.0,16.17,67.0,4.59
687,CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)/C=C/C(=C(/C#N)C(=O)O)c4cc(OC)ccc4OC,688,702.8776,11.4369,5,0,20,52,0,0,4,101.25,115.504,208.3153,93.425,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OC)ccc1OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.10.014,triphenylamine,305.0,,707.0,12.62,0.61,5.43
688,CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)/C=C/C(=C(/C#N)C(=O)O)c4cc(OCCC)ccc4OCCC,689,758.9839,13.1819,5,0,24,56,0,0,4,101.25,121.504,226.8597,100.765,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCC)ccc1OCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.10.014,triphenylamine,306.0,,714.0,13.22,0.64,6.02
689,CCCCCCOc1ccc(cc1)N(c2ccc(cc2)OCCCCCC)c3ccc(cc3)/C=C/C(=C(/C#N)C(=O)O)c4cc(OCCCCCC)ccc4OCCCCCC,690,843.1434,15.9191,5,0,30,62,0,0,4,101.25,130.504,254.4657,111.775,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCCCCC)ccc1OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.10.014,triphenylamine,306.0,,745.0,12.83,0.64,6.12
690,N#C/C(C(=O)O)=C/c1cc(OC)c(cc1OC)/C=C/c2ccc(cc2)N(c3ccccc3)c4ccccc4,691,502.5598,7.0273,3,0,10,38,0,0,4,82.79,90.17,149.9977,70.131,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/b917065k,triphenylamine,,,697.0,20.85,0.6659999999999999,9.67
691,N#C/C(C(=O)O)=C/c1cc(OC)c(cc1OC)/C=C/c2cc(OC)c(cc2OC)N(c3ccccc3)c4ccccc4,692,562.6118,6.9945,5,0,12,42,0,0,4,101.25,100.504,162.9241,75.075,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/b917065k,triphenylamine,302.0,,679.0,14.89,0.701,7.09
692,N#C/C(C(=O)O)=C/c1cc(OC)c(cc1OC)/C=C/c2cc(OC)c(cc2OC)/C=C/c3cc(OC)c(cc3OC)N(c4ccccc4)c5ccccc5,693,724.797,8.9479,7,0,16,54,0,0,5,119.71,126.172,211.3053,96.421,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/b917065k,triphenylamine,304.0,,661.0,16.56,0.65,7.11
693,N#C/C(C(=O)O)=C\c1ccc(n1-c2ccc(C#N)cc2)/C=C/c3ccc(cc3)N(c4ccccc4)c5ccccc5,694,532.5907,8.0942,2,0,9,41,0,0,5,93.05,97.67,159.6287,76.814,N#C/C(=C\c1ccc(n1c1ccc(cc1)C#N)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.05.030,triphenylamine,490.0,,690.0,13.7,0.61,5.71
694,OC(=O)CN1C(=S)S/C(C1=O)=C/C=C/c2ccc(cc2)N(c3ccccc3)c4ccccc4,695,472.5786,6.3038,2,0,7,33,0,0,4,118.24,79.336,138.6723,62.825,OC(=O)CN1C(=S)S/C(=C/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp067930a,triphenylamine,476.0,565.0,476.0,2.2,0.6,0.63
695,O=C(O)/C(C#N)=C\c1sc(cc1)-c2cnc(cc2)C=3N(CC(CC)CCCC)C(=O)C(C34)=C(N(C4=O)CC(CC)CCCC)c5ccc(cn5)-c6ccc(cc6)N(c7ccc(cc7)OC)c8ccc(cc8)OC,696,995.2359,12.8188,7,0,23,73,0,2,8,177.43,162.339,288.6618,129.741,CCCCC(Cn1c(c2ccc(cn2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra27288b,triphenylamine,580.0,,464.0,16.15,68.0,5.1
