Name,SMILES,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,VOC,JSC,FF,PCE
1022,CCCCCCOc1ccc(cc1)N(c1ccc(s1)c1sc2c(c1)C(c1c2sc(c1)/C=C(/C(=O)O)\C#N)(CCCCCC)CCCCCC)c1ccc(cc1)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ol301730c,diphenylamine,565.0,,622.0,14.9,0.71,6.6
1023,N#C/C(=C\1/C=C(/C=C/c2ccc(cc2)N(c2ccc(cc2)n2c3ccccc3c3c2cccc3)c2ccc(cc2)n2c3ccccc3c3c2cccc3)CC(C1)(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo800159t,triphenylamine,480.0,653.0,632.0,13.8,0.69,6.02
1024,N#C/C(=C\1/C=C(/C=C/c2ccc(cc2)N(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)CC(C1)(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo800159t,triphenylamine,522.0,,567.0,9.05,0.56,2.87
1025,N#C/C(=C\1/C=C(/C=C/c2ccc(cc2)N(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2ccccc2)CC(C1)(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo800159t,triphenylamine,508.0,,543.0,8.02,0.64,2.79
1026,N#C/C(=C\1/C=C(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)CC(C1)(C)C)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jo800159t,triphenylamine,487.0,642.0,615.0,13.6,0.69,5.77
1029,CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1c1ccc(cc1)N(c1ccccc1)c1ccccc1)nsn2,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30427a,triphenylamine,466.0,619.0,680.0,12.0,0.68,5.57
1030,CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1c1ccc3c(c1)C(CC)(CC)c1c3ccc(c1)N(c1ccccc1)c1ccccc1)nsn2,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30427a,triphenylamine,454.0,614.0,680.0,11.3,0.69,5.34
1031,CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)nsn2,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30427a,triphenylamine,478.0,577.0,700.0,12.7,0.7,6.22
1032,OC(=O)CN1C(=S)SC(=Cc2ccc(cc2)N(c2ccc(cc2)C=C(c2ccccc2)c2ccccc2)c2ccccc2)C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2008.11.028,triphenylamine,468.0,,640.0,15.5,0.63,6.27
1045,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)c(cs1)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/cssc.201301155,triphenylamine,524.0,,729.0,10.95,0.73,5.83
1049,CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)nsn2,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30427a,triphenylamine,501.0,631.0,670.0,15.2,0.66,6.72
1050,CCCCCCOc1c(c2ccc(s2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2nsnc2c(c1OCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30427a,triphenylamine,536.0,,670.0,11.9,0.68,5.36
1051,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30427a,triphenylamine,491.0,650.0,580.0,13.5,0.64,5.01
1054,N#CC(=Cc1ccc(s1)c1cnc(c2c1nsn2)c1ccc(s1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2014.04.039,triphenylamine,620.0,,324.0,5.7,0.5,0.94
1055,CCCCCCn1c(c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)c2c(c1=O)c(n(c2=O)CCCCCC)c1ccc(cc1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.08.030,triphenylamine,539.0,,730.0,15.5,0.67,7.57
1056,CCCCCCn1c(c2ccc(cc2)c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)c2c(c1=O)c(n(c2=O)CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.08.030,triphenylamine,513.0,,645.0,7.51,0.85,4.12
1057,CCCCCCn1c(=O)c2c(c1c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c(=O)n(c2c1ccc(cc1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2014.08.030,triphenylamine,,,699.0,13.43,0.65,6.06
1058,CCCCCCCCCCCCCCCc1c(C=C(C(=O)O)C#N)sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ja513254z,triphenylamine,498.0,,946.0,7.66,0.6579999999999999,4.76
1059,CCCCCCCCCCCCCCCc1c(C=C(C(=O)O)C#N)sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ja513254z,triphenylamine,482.0,,893.0,10.1,0.6809999999999999,6.15
1060,CCCCCCCCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ja513254z,triphenylamine,490.0,,833.0,16.5,0.737,10.1
1061,CCCCCCCCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/ja513254z,triphenylamine,513.0,,832.0,11.8,0.703,6.91
1062,N#C/C(=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.04.004,triphenylamine,395.0,,621.0,4.91,0.73,2.23
1063,N#C/C(=C/c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1nc(c([nH]1)c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.04.004,triphenylamine,405.0,,646.0,7.13,0.68,3.13
1064,N#C/C(=C/c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)c1nc2c([nH]1)c1ccccc1c1c2cccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2013.04.004,triphenylamine,397.0,,603.0,3.04,0.66,1.21
1066,CCCCCCCCC1(CCCCCCCC)c2cc(/C=C/c3ccc(cc3)N(c3ccccc3)c3ccccc3)ccc2c2c1cc(cc2)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2011.09.008,triphenylamine,406.0,612.0,860.0,11.33,0.57,5.56
1068,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc(cc1)C=C1c2ccccc2c2c1cccc2)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta15456d,triphenylamine,464.0,,642.0,14.1,0.66,5.98
1069,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc(cc1)C=C1c2ccccc2c2c1cccc2)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta15456d,triphenylamine,470.0,,650.0,14.8,0.64,6.13
1070,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc(cc1)C=C1c2ccccc2c2c1cccc2)c1ccc(cc1)C=C1c2ccccc2c2c1cccc2)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta15456d,triphenylamine,439.0,,650.0,13.7,0.65,5.82
1071,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc(cc1)C=C1c2ccccc2c2c1cccc2)c1ccc(cc1)C=C1c2ccccc2c2c1cccc2)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta15456d,triphenylamine,437.0,,640.0,13.2,0.64,5.38
1072,N#CC(=Cc1ccc(cc1)N(c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccccc1)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta15456d,triphenylamine,460.0,,586.0,10.3,0.67,4.01
1073,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta15456d,triphenylamine,469.0,,690.0,10.56,0.65,4.7
1074,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c3ta15456d,triphenylamine,487.0,,618.0,7.52,0.65,3.01
1075,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.036,triphenylamine,492.0,,664.0,9.69,0.696,4.65
1076,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2014.07.036,triphenylamine,513.0,,709.0,11.71,0.7086,5.8
1080,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ange.200703852,triphenylamine,430.0,,641.0,16.13,0.718,7.42
1081,CCCCCCC1=CC(=c2sc(=C3SC(C=C3CCCCCC)(C=O)/C=C(/C(=O)O)\C#N)cc2CCCCCC)SC1c1cc2c(s1)cc(cc2)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/ange.200703852,triphenylamine,430.0,,664.0,17.45,0.742,8.6
1082,N#C/C(=C\c1cc(c(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/cm702631r,triphenylamine,462.0,,680.0,14.5,0.61,5.95
1083,N#C/C(=C\c1ccc(s1)c1cc(c(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/cm702631r,triphenylamine,465.0,,650.0,15.6,0.6,6.04
1084,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1cc(c(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/cm702631r,triphenylamine,462.0,,610.0,11.4,0.59,4.11
1606,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c6qm00271d,triphenylamine,480.0,,659.0,12.4,0.7090000000000001,5.72
1092,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccc(cc2)/C=C\2/SC(=S)N(C2=O)CC(=O)O)c2ccccc2)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2008.12.026,triphenylamine,497.0,577.0,560.0,14.2,0.6,4.77
1094,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccc(cc2)/C=C\2/SC(=S)N(C2=O)CC(=O)O)c2ccc(cc2)/C=C\2/SC(=S)N(C2=O)CC(=O)O)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2008.12.026,triphenylamine,480.0,,530.0,11.0,0.51,2.97
1096,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(c2c1nsn2)c1sc(c(c1)CCCCCC)c1ccc(cc1)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2014.09.138,triphenylamine,530.0,,600.0,8.55,0.62,3.16
1097,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(c2c1nsn2)c1sc(c(c1)CCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.electacta.2014.09.138,triphenylamine,545.0,,580.0,11.15,0.59,3.81
1098,N#CC(=Cc1ccc(s1)c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2014.04.039,triphenylamine,535.0,,484.0,7.58,0.65,2.4
1099,N#CC(=Cc1ccc(cc1)c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.tet.2014.04.039,triphenylamine,500.0,,727.0,7.72,0.75,4.23
1100,CCCCCCOc1cc(/C=C(\C(=O)O)/C#N)c(cc1n1nnc(c1)c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)c1cc(OCCCCCC)c(cc1OCCCCCC)/C=C(\C(=O)O)/C#N)c1ccccc1)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.11.008,triphenylamine,405.0,,590.0,5.56,0.65,2.13
1109,CCCCn1c(c2ccc(cc2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c1=O)c(n(c2=O)CCCC)c1ccc(cc1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.09.009,triphenylamine,511.0,,625.0,14.53,0.66,6.03
1105,CCCCn1c(=O)c2c(c1c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c(=O)n(c2c1ccc(cc1)c1ccc(o1)/C=C(/C(=O)O)\C#N)CCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.09.009,triphenylamine,525.0,,541.0,15.96,0.65,5.65
1116,CCCCn1c(=O)c2c(c1c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c(=O)n(c2c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.09.009,triphenylamine,524.0,,606.0,10.79,0.68,4.44
1111,N#CC(=Cc1ccc(s1)C1=CC=C2C(=Cc3c2ccc(c3)c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)C1=O)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm33105e,triphenylamine,477.0,,650.0,11.46,0.76,5.66
1112,CCC(CCCOc1ccccc1N(c1ccccc1OCCCC(CC)CC)c1ccc(cc1)c1ccc2c(c1)C=C1C2=CC=C(C1=O)c1ccc(s1)C=C(C(=O)O)C#N)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm33105e,triphenylamine,484.0,,700.0,12.26,0.73,6.26
1113,CCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCC)c1ccc(cc1)c1ccc(s1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c1ee01060c,triphenylamine,460.0,,670.0,10.13,0.68,4.66
1119,N#C/C(=C\c1ccc(s1)C1=Nc2c(C1(C)C)cc(cc2)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.09.001,triphenylamine,464.0,,618.0,8.19,0.6970000000000001,3.53
1121,N#C/C(=C\c1ccc(n1C)C1=Nc2c(C1(C)C)cc(cc2)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.09.001,triphenylamine,395.0,,664.0,5.85,0.738,2.86
1123,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1cc(c(s1)/C=C(\C(=O)O)/C#N)CCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/sc500234a,triphenylamine,490.0,,684.0,8.77,0.65,3.93
1124,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(cc1CCCCCC)c1cc(c(s1)/C=C(\C(=O)O)/C#N)OCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/sc500234a,triphenylamine,495.0,,727.0,10.59,0.66,5.06
1125,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)c(c1ccc(cc1)C(C)(C)C)c1c(c2c2ccc(cc2)C(C)(C)C)cc(cc1)c1sc(c(c1)OCCCCC)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/sc500234a,triphenylamine,490.0,,707.0,12.24,0.65,5.59
1130,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2009.04.005,triphenylamine,461.0,620.0,680.0,13.57,0.674,6.22
1131,CCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(c1)CCCCCC)c1ccc(s1)c1sc(cc1CCCCCC)/C=C(\C(=O)O)/C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2009.04.005,triphenylamine,464.0,700.0,590.0,5.82,0.556,1.91
1132,CCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCC)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2009.04.005,triphenylamine,489.0,708.0,650.0,9.39,0.696,4.25
1133,N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2009.04.005,triphenylamine,503.0,709.0,600.0,7.68,0.696,3.21
1234,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2013.02.010,triphenylamine,437.0,,637.0,10.4,0.71,4.7
1135,CCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCC)c1ccc(cc1)c1c(sc(c1c1ccc(cc1)N(c1ccc(cc1)OCCCC)c1ccc(cc1)OCCCC)c1ccsc1c1ccc(s1)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(s1)c1ccc(s1)c1cccs1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2012.07.021,triphenylamine,496.0,,724.0,16.28,0.684,8.06
1140,CCCCn1c(c2ccc(cc2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c1=O)c(n(c2=O)CCCC)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp909786k,triphenylamine,627.0,,346.0,7.65,0.55,1.45
1144,CCCCCCOc1ccc(cc1)c1c2cc(ccc2c(c2c1ccc(c2)c1cc(c(s1)/C=C(\C(=O)O)/C#N)OCCCCC)c1ccc(cc1)OCCCCCC)c1cc(c(s1)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)CCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/sc500234a,triphenylamine,,,699.0,14.2,0.63,6.29
1145,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1cccc(c1)N(c1ccc(cc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.09.003,triphenylamine,435.0,593.0,646.0,13.4,0.7,6.1
1146,CCCCCCCC[N+]1=C(/C=C/2\C(=C(C2=O)C=C2N(CC)c3c(C2(C)C)cccc3)[O-])C(c2c1ccc(c2)C(=O)O)(C)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.09.003,triphenylamine,418.0,580.0,616.0,9.3,0.73,4.2
1147,N#C/C(=C\c1ccc(cc1)N(c1ccc(cc1)/C=C(/c1ccc(cc1)[N+](=O)[O-])\C#N)c1ccc(cc1)/C=C/C(=O)O)/c1ccc(cc1)[N+](=O)[O-],Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp210971u,triphenylamine,576.0,,530.0,5.1,0.52,1.41
1148,N#C/C(=C\c1ccc(cc1)[N+](=O)[O-])/c1ccc(cc1)N(c1ccc(cc1)/C=C\C(=O)O)c1ccc(cc1)/C=C\C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp210971u,triphenylamine,556.0,,610.0,6.9,0.56,2.36
1149,CCCCCCc1cc(sc1/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C1(c3c2ccc(c3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2ccccc2c2c1cccc2,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2010.10.016,triphenylamine,450.0,666.0,630.0,9.12,0.7170000000000001,4.12
1150,CCCCCCc1cc(sc1/C=C(\C(=O)O)/C#N)c1ccc2c(c1)n(CC)c1c2ccc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2010.10.016,triphenylamine,469.0,556.0,660.0,14.79,0.667,6.51
1151,N#C/C(=C/c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.orgel.2010.10.016,triphenylamine,457.0,667.0,700.0,14.25,0.705,7.03
1152,CCCCCCOc1cc(/C=C(\C(=O)O)/C#N)c(cc1n1nnc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.11.008,triphenylamine,388.0,,690.0,6.85,0.63,3.0
1153,CCCCCCOc1cc(/C=C(\C(=O)O)/C#N)c(cc1n1nnc(c1)c1ccc(cc1)N(c1ccc(cc1)c1nnn(c1)c1cc(OCCCCCC)c(cc1OCCCCCC)/C=C(\C(=O)O)/C#N)c1ccc(cc1)c1nnn(c1)c1cc(OCCCCCC)c(cc1OCCCCCC)/C=C(\C(=O)O)/C#N)OCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.11.008,triphenylamine,348.0,,560.0,4.45,0.63,1.58
1154,CCCCCCn1c(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)ccc1/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/am403668d,triphenylamine,487.0,,690.0,11.3,0.66,5.12
1155,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(cc1CCCCCC)c1ccc2c(c1)c(c1ccc(cc1)C(C)(C)C)c1c(c2c2ccc(cc2)C(C)(C)C)cc(cc1)c1cc(c(s1)/C=C(\C(=O)O)/C#N)OCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/sc500234a,triphenylamine,494.0,,722.0,13.42,0.66,6.42
