Name,SMILES,VOC,JSC,FF,PCE,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima
917,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1sc(c(n1)CCCCCC)C#Cc1ccc(cc1)/C=C(/C(=O)O)\C#N,790,10.51,0.61,5.05,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c0jm03811c,triphenylamine,426,
918,CCCCCCc1cc(sc1c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,665,6.47,0.672,2.86,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta05350h,triphenylamine,554,
919,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ncc(c2c1nsn2)c1sc(cc1CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N,657,8.42,0.694,3.84,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta05350h,triphenylamine,548,
920,CCCCCCc1cc(sc1c1cnc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N,717,9.05,0.687,4.46,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta05350h,triphenylamine,540,
921,CCCCCCc1cc(sc1c1ncc(c2c1nsn2)c1sc(cc1CCCCCC)c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,749,12.54,0.671,6.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta05350h,triphenylamine,563,
922,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1ncc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,650,3.24,0.627,1.32,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c4ta05350h,triphenylamine,591,
923,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3)c1ccc(cc1)N(c1ccccc1)c1ccccc1,597,2.51,0.73,1.1,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.01.010,triphenylamine,419,
924,OC(=O)Cn1c(=O)c2ccc(c3c2c(c1=O)ccc3c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,662,4.62,0.74,2.27,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.01.010,triphenylamine,438,
925,CCCCOc1ccc(c(c1)OCCCC)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCC)OCCCC)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,785,12.34,0.7,6.74,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/adfm.201002319,triphenylamine,500,658
926,CCCCOc1cc(OCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,663,12.25,0.68,5.51,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/adfm.201002319,triphenylamine,504,646
929,CCCCc1c(sc(c1CCCC)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,765,14.2,0.66,7.17,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c1jm12181b,triphenylamine,477,
930,CCCCc1c(sc(c1CCCC)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1cc2c(s1)c1c(s2)cc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,715,13.5,0.65,6.27,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c1jm12181b,triphenylamine,465,
931,N#C/C(=C\c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,540,11.9,0.59,3.81,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.03.015,triphenylamine,533,745
932,CCCCCCCCn1c(=O)c2c(c1c1ccc(cn1)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c(=O)n(c2c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCCCC,425,16.17,67,4.59,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra27288b,triphenylamine,588,
937,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OC)ccc1OC,707,12.62,0.61,5.43,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.10.014,triphenylamine,305,
938,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCC)ccc1OCCC,714,13.22,0.64,6.02,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.10.014,triphenylamine,306,
939,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)C=CC(=C(C(=O)O)C#N)c1cc(OCCCCCC)ccc1OCCCCCC,745,12.83,0.64,6.12,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.10.014,triphenylamine,306,
941,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,697,20.85,0.666,9.67,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/b917065k,triphenylamine,,
942,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)N(c1ccccc1)c1ccccc1)C(=O)O,679,14.89,0.701,7.09,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/b917065k,triphenylamine,302,
943,N#CC(=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)C=Cc1cc(OC)c(cc1OC)N(c1ccccc1)c1ccccc1)C(=O)O,661,16.56,0.65,7.11,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/b917065k,triphenylamine,304,
948,N#C/C(=C\c1ccc(n1c1ccc(cc1)C#N)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,690,13.7,0.61,5.71,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.05.030,triphenylamine,490,
951,OC(=O)CN1C(=S)S/C(=C/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,476,2.2,0.6,0.63,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jp067930a,triphenylamine,476,565
952,CCCCC(Cn1c(c2ccc(cn2)c2ccc(cc2)N(c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CC,464,16.15,68,5.1,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra27288b,triphenylamine,580,
953,CCCCCCc1cc(sc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)OCC(CCCCC)CC,693,11.16,0.66,5.11,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.04.020,triphenylamine,527,
954,CCCC1(CCC)COc2c(OC1)c(sc2c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c2c1OCC(CO2)(CCC)CCC)/C=C(/C(=O)O)\C#N,797,10.33,0.64,5.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol902973r,triphenylamine,503,
955,CCCCCCC1(CCCCCC)COc2c(OC1)c(sc2c1sc(c2c1OCC(CO2)(CCCCCC)CCCCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,793,9.45,0.67,5.04,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol902973r,triphenylamine,502,
957,N#C/C(=C\c1ccc(cc1)/C=C/c1cccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,620,5.47,0.66,2.23,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2011.05.022,triphenylamine,433,519
958,N#CC(=Cc1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,640,10.44,0.62,4.12,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2011.05.022,triphenylamine,400,607
959,N#CC(=Cc1cccc(c1)N(c1ccccc1)c1ccccc1)C(=O)O,650,2.98,0.66,1.27,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2011.05.022,triphenylamine,395,504
1233,N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,644,6.9,0.68,3.02,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.synthmet.2013.02.010,triphenylamine,365,537
961,OC(=O)c1ccc(cc1)/C=C/c1cccc(c1)N(c1ccccc1)c1ccccc1,580,1.47,0.57,0.48,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2011.05.022,triphenylamine,385,489
962,OC(=O)c1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,620,4.62,0.62,1.78,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2011.05.022,triphenylamine,385,478
963,OC(=O)c1cccc(c1)N(c1ccccc1)c1ccccc1,440,0.39,0.47,0.08,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2011.05.022,triphenylamine,346,442
964,OC(=O)Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,600,2.31,0.6,0.83,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2011.05.022,triphenylamine,329,425
965,N#C/C(=C\c1ccc(o1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,690,16.59,0.64,7.36,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol8025236,triphenylamine,469,533
966,N#CC(=Cc1ccc(o1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,680,14.16,0.66,6.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol8025236,triphenylamine,486,629
967,N#C/C(=C\c1ccc(o1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O,680,14.08,0.65,6.2,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol8025236,triphenylamine,457,526
968,N#CC(=Cc1ccc(o1)/C=C/c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)C(=O)O,680,13.44,0.67,6.12,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol8025236,triphenylamine,459,534
969,CCCCCC(COc1ccc(cc1)N(c1ccc(cc1)OCC(CCCCC)CC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CC,666,9,0.69,4.14,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2016.04.020,triphenylamine,535,
970,OC(=O)c1ccc2c(c1)nc1n2c(=O)c2c3c1cccc3c(cc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1,662,6.45,0.69,3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2015.05.028,triphenylamine,460,613
971,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc2c3c1cccc3c1n(c2=O)c2c(n1)cc(cc2)C(=O)O,663,6.83,0.74,3.4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2015.05.028,triphenylamine,443,547
972,COc1ccc(cc1)N1c2ccc(cc2Sc2c1cccc2)/C=C/c1nc2cc(ccc2nc1/C=C/c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OC)cccc1)C(=O)O,610,9.99,0.71,4.36,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2015.05.019,triphenylamine,477,
974,CCCCCCc1cc(sc1/C=C(\C(=O)O)/C#N)c1sc2c(c1)c1nn(nc1c1c2sc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC(CCCC)CC,712,11.43,0.73,5.95,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c6ta02275h,triphenylamine,478,
975,CCCCC(Cn1nc2c(n1)c1cc(sc1c1c2cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,703,14.04,0.7,6.87,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c6ta02275h,triphenylamine,468,
976,CCCCC(Cn1nc2c(n1)c1cc(sc1c1c2cc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C=C(C(=O)O)C#N)CC,732,12.58,0.74,6.85,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c6ta02275h,triphenylamine,434,
977,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1sc2c(c1)c(OCCCCCCCC)c1c(c2OCCCCCCCC)cc(s1)c1ccc(s1)C(=O)O,703,9.89,0.62,4.3,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c6cp05173a,triphenylamine,491,
978,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1sc2c(c1)c(OCCCCCCCC)c1c(c2OCCCCCCCC)cc(s1)c1ccc(cc1)C(=O)O,720,9.85,0.645,4.6,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c6cp05173a,triphenylamine,491,
979,CCCCCCCCOc1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(c2c1nsn2)C#Cc1ccc(cc1)C(=O)O)c1ccc(cc1)c1ccc(cc1)OCCCCCCCC,732,12,0.7,6.1,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c6cp05173a,triphenylamine,479,
981,CC(CCOc1ccc(cc1)N(c1ccc(cc1)OCCC(C)C)c1ccc(cc1)/C=C/c1nc2cc(ccc2nc1/C=C/c1ccc(cc1)N(c1ccc(cc1)OCCC(C)C)c1ccc(cc1)OCCC(C)C)C(=O)O)C,700,7.6,0.75,3.98,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2015.05.019,triphenylamine,484,
982,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)/C=C/c1nc2cc(ccc2nc1/C=C/c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)C(=O)O,650,8.72,0.73,4.1,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2015.05.019,triphenylamine,482,
983,CCCCCCOc1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)c(cs1)C=C(C(=O)O)C#N,826,11.54,0.72,6.86,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/cssc.201301155,triphenylamine,532,
985,CCCCCCCCC1(CCCCCCCC)c2cc(C#CC#Cc3ccc(cc3)N(c3ccccc3)c3ccccc3)ccc2c2c1cc(cc2)C=C(C(=O)O)C#N,630,6.05,0.66,2.52,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solmat.2013.10.035,triphenylamine,389,480
986,CCCCCCOc1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)c1cc2c(s1)c1c(n2c2ccc(cc2)OCCCCCC)c(cs1)C=C(C(=O)O)C#N,824,11.5,0.72,6.82,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1002/cssc.201301155,triphenylamine,,
994,COc1cccc(c1)c1ccc(c2c1[nH]c(n2)c1ccc(cc1)N(c1ccc(cc1)/C=C(\C(=O)O)/[N+]#[C-])c1ccc(cc1)Br)c1cccc(c1)OC,680,6.45,0.59,2.57,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.saa.2015.04.074,triphenylamine,423,547
995,COc1cccc(c1)c1ccc(c2c1[nH]c(n2)c1ccc(cc1)N(c1ccc(cc1)c1cccc(c1)N(C)C)c1ccc(cc1)/C=C(\C(=O)O)/[N+]#[C-])c1cccc(c1)OC,640,7.2,0.58,2.65,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.saa.2015.04.074,triphenylamine,428,557
996,COc1cccc(c1)c1ccc(cc1)N(c1ccc(cc1)/C=C(\C(=O)O)/[N+]#[C-])c1ccc(cc1)c1nc2c([nH]1)c(ccc2c1cccc(c1)OC)c1cccc(c1)OC,740,9.03,0.64,4.31,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.saa.2015.04.074,triphenylamine,428,554
997,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,650,6.21,0.72,2.69,I/I3,TiO2,AM 1.5G,10.1016/j.electacta.2015.04.071,triphenylamine,494,
998,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)CCCCCC)c1ccc(cc1)/C=C(\C(=O)O)/C#N,600,4.65,0.68,1.89,I/I3,TiO2,AM 1.5G,10.1016/j.electacta.2015.04.071,triphenylamine,468,
999,CCCCCCn1nc2c(n1)c(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)cccc1,741,13.13,0.73,7.09,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b00806,triphenylamine,454,
1000,CCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)cccc1,707,14.73,0.69,7.23,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b00806,triphenylamine,464,
1001,N#C/C(=C\c1ccc(s1)c1c2ccccc2c(c2c1nsn2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,546,2.84,0.76,1.17,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b00806,triphenylamine,522,
1002,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1c2ccccc2c(c2c1nsn2)c1ccc(cc1)/C=C(/C(=O)O)\C#N,677,12.71,0.74,6.37,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b00806,triphenylamine,532,
1003,CCCCCCCCC1(CCCCCCCC)c2cc(ccc2c2c1cc(cc2)/C=C(/C(=O)O)\C#N)C#C[Pt](P(CC)(CC)CC)(P(CC)(CC)CC)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1,650,4.5,0.7,2,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.solmat.2013.10.035,triphenylamine,398,496
1004,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1c2ccccc2c(c2c1nsn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,574,4.35,0.76,1.94,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/acsami.6b00806,triphenylamine,544,
1010,N#C/C(=C\c1cc(c(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,836,10.35,0.678,5.87,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.04.023,triphenylamine,493,
1011,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,822,10.74,0.63,5.56,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.04.023,triphenylamine,502,
1012,N#C/C(=C\c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,853,8.71,0.669,4.97,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.04.023,triphenylamine,458,
1013,N#C/C(=C/c1ccc(o1)/C=C/c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)c1ccc(cc1)C(C)(C)C)/C(=O)O,720,10.98,0.57,4.48,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.03.027,triphenylamine,456,
1014,N#C/C(=C/c1sc(c2c1OCCO2)/C=C/c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)c1ccc(cc1)C(C)(C)C)/C(=O)O,640,10.31,0.62,4.08,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.03.027,triphenylamine,467,
1015,N#C/C(=C/c1ccc(s1)c1ccc(s1)/C=C/c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)c1ccc(cc1)C(C)(C)C)/C(=O)O,615,11.8,0.58,4.23,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.03.027,triphenylamine,441,
1016,N#C/C(=C/c1ccc(s1)/C=C/c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(C)(C)C)c1ccc(cc1)c1ccc(cc1)C(C)(C)C)/C(=O)O,675,12.65,0.63,5.35,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2012.03.027,triphenylamine,450,
1017,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)C=C(C(=O)O)C#N,756,15.4,0.76,8.8,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol301730c,triphenylamine,552,
1018,CCCCCCOc1ccc(cc1)N(c1ncc(s1)c1sc2c(c1)c1cc(sc1c(c2OCCCCCC)OCCCCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,683,9.6,0.78,5.1,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol301730c,diphenylamine,458,
1019,CCCCCCOc1ccc(cc1)N(c1ccc(s1)c1sc2c(c1)c1cc(sc1c(c2OCCCCCC)OCCCCCC)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,603,11.8,0.75,5.4,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol301730c,diphenylamine,502,
1020,CCCCCCOc1ccc(cc1)N(c1ncc(s1)c1sc2c(c1)C(c1c2sc(c1)/C=C(/C(=O)O)\C#N)(CCCCCC)CCCCCC)c1ccc(cc1)OCCCCCC,671,10.1,0.7,4.8,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol301730c,diphenylamine,539,
1021,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)c1cc(sc1c(c2OCCCCCC)OCCCCCC)/C=C(/C(=O)O)\C#N,810,9.4,0.74,5.6,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol301730c,triphenylamine,459,
1022,CCCCCCOc1ccc(cc1)N(c1ccc(s1)c1sc2c(c1)C(c1c2sc(c1)/C=C(/C(=O)O)\C#N)(CCCCCC)CCCCCC)c1ccc(cc1)OCCCCCC,622,14.9,0.71,6.6,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/ol301730c,diphenylamine,565,
1023,N#C/C(=C\1/C=C(/C=C/c2ccc(cc2)N(c2ccc(cc2)n2c3ccccc3c3c2cccc3)c2ccc(cc2)n2c3ccccc3c3c2cccc3)CC(C1)(C)C)/C(=O)O,632,13.8,0.69,6.02,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jo800159t,triphenylamine,480,653
1024,N#C/C(=C\1/C=C(/C=C/c2ccc(cc2)N(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)CC(C1)(C)C)/C(=O)O,567,9.05,0.56,2.87,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jo800159t,triphenylamine,522,
1025,N#C/C(=C\1/C=C(/C=C/c2ccc(cc2)N(c2ccc(cc2)N(c2ccccc2)c2ccccc2)c2ccccc2)CC(C1)(C)C)/C(=O)O,543,8.02,0.64,2.79,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jo800159t,triphenylamine,508,
1026,N#C/C(=C\1/C=C(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)CC(C1)(C)C)/C(=O)O,615,13.6,0.69,5.77,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1021/jo800159t,triphenylamine,487,642
1029,CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1c1ccc(cc1)N(c1ccccc1)c1ccccc1)nsn2,680,12,0.68,5.57,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30427a,triphenylamine,466,619
1030,CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1c1ccc3c(c1)C(CC)(CC)c1c3ccc(c1)N(c1ccccc1)c1ccccc1)nsn2,680,11.3,0.69,5.34,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30427a,triphenylamine,454,614
1031,CCCCCCOc1c(OCCCCCC)c(c2ccc(s2)/C=C(/C(=O)O)\C#N)c2c(c1C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)nsn2,700,12.7,0.7,6.22,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1039/c2jm30427a,triphenylamine,478,577
1032,OC(=O)CN1C(=S)SC(=Cc2ccc(cc2)N(c2ccc(cc2)C=C(c2ccccc2)c2ccccc2)c2ccccc2)C1=O,640,15.5,0.63,6.27,I/I3,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jpowsour.2008.11.028,triphenylamine,468,
