,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm,SMILES,Electrolyte,Semiconductor,Solar simulator,Article DOI,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,VOC,JSC,FF,PCE
857,16.0,0.0,0.0,0.0,0.0,31.0,0.0,-2.0,1165.864,8.416,1557.275,761.161,56.233,544.331,195.55,3266.73,0.0,3.0,0.0216823,0.0,0.6837153,109.874,34.886,39.786,3.737,20.14,-19.962,-25.078,-9.246,2901.628,-1.627,10000.0,2.338,8.305,1.597,10.0,5.983,1.0,100.0,0.0,0.0,25.79,2.0,2.0,2.0,44.0,0.0,44.0,0.0,74.0,2.76844218070621e-12,CCCCCCSC1=C(SCCCCCC)SC(=C(C(=C2SC(=C(S2)SCCCCCC)SCCCCCC)c2ccc(s2)c2ccc(cc2)c2ccncc2)c2ccc(s2)c2ccc(cc2)c2ccncc2)S1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1007/s40843-016-5119-1,dithiafulvene,419.0,506.0,630.0,11.7,0.71,5.26
858,12.0,0.0,0.0,2.0,0.0,18.0,0.0,-2.0,791.067,1.357,1359.542,599.641,249.436,429.467,80.997,2475.485,2.0,6.0,0.0007443,0.0062413,0.6509476,85.459,29.404,35.392,12.506,12.317,-16.082,-14.609,-5.613,2.74,-4.247,3.779,-2.876,8.286,1.598,4.0,3.014,1.0,80.982,0.0,0.0,124.745,6.0,2.0,2.0,30.0,0.0,30.0,2.0,54.0,8.7177185424066e-14,CCCCCCSC1=C(SCCCCCC)SC(=C2Cc3c(C2)cc2c(c3)nc(c(n2)C#Cc2ccc(cc2)C(=O)O)C#Cc2ccc(cc2)C(=O)O)S1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c4cc02696a,tetrathiafulvalene,526.0,,580.0,12.56,0.7,5.19
4405,15.0,0.0,0.0,1.0,0.0,23.0,1.0,-2.0,1151.58,6.649,1817.839,881.757,180.026,588.304,167.752,3461.166,1.0,10.0,0.0127732,0.005501,0.6087299,123.212,41.214,49.508,15.62,17.548,-23.564,-21.966,-8.861,49.239,-3.65,201.5,-0.557,7.933,1.913,8.0,4.907,1.0,100.0,0.0,0.0,125.655,10.0,2.0,2.0,51.0,0.0,41.0,6.0,79.0,8.71354127713036e-19,CCCCCC1(CCCCC)COc2c(OC1)c(sc2c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra03530a,triphenylamine,510.0,587.0,678.0,15.7,0.52,5.58
861,0.0,0.0,0.0,1.0,0.0,4.0,1.0,-1.0,269.302,3.178,561.362,154.843,127.116,279.404,0.0,937.416,1.0,5.0,0.010774,0.0089069,0.82517,31.461,9.906,14.49,9.342,3.057,-3.978,-3.442,-3.886,156.337,-0.922,84.657,-2.494,9.167,1.391,2.0,-0.128,3.0,84.112,0.0,0.0,76.436,5.0,0.0,0.0,12.0,0.0,12.0,0.0,20.0,0.0727345551870068,CN(c1ccc(cc1)N=Nc1ccc(cc1)C(=O)O)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp5088338,azobenzene,428.0,549.0,610.0,5.9,0.67,2.4
862,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,387.553,1.392,766.719,495.17,19.214,252.335,0.0,1349.175,0.0,5.55,0.0014371,0.0,0.7701481,43.829,12.84,16.623,6.672,5.557,-6.213,-5.448,-6.455,6511.66,-0.255,3748.473,-0.025,7.913,0.623,3.0,0.625,1.0,100.0,0.0,0.0,44.836,6.0,1.0,1.0,12.0,0.0,12.0,0.0,27.0,0.224472382975468,CCO[Si](c1ccc(cc1)N=Nc1ccc(cc1)N(C)C)(OCC)OCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp5088338,azobenzene,416.0,537.0,670.0,5.8,0.66,2.6
863,2.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,419.597,2.142,797.437,382.864,20.373,394.2,0.0,1431.9,0.0,4.7,0.0032032,0.0,0.7704487,49.136,14.634,18.342,7.102,6.669,-7.403,-6.883,-7.126,6349.002,-0.208,3647.368,0.358,8.92,0.996,2.0,1.135,1.0,100.0,0.0,0.0,39.699,5.0,1.0,1.0,18.0,0.0,18.0,0.0,30.0,0.0378521501770856,CCO[Si](c1ccccc1)(c1ccc(cc1)N=Nc1ccc(cc1)N(C)C)OCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1007/s12633-013-9174-y,azobenzene,423.0,,520.0,6.7,0.63,2.2
864,2.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,376.529,1.198,727.196,232.556,17.67,476.969,0.0,1283.793,0.0,3.7,0.0011174,0.0,0.7855554,44.642,13.718,16.383,6.714,6.305,-6.758,-6.432,-7.277,6734.924,-0.11,3887.582,0.603,8.951,0.965,1.0,1.015,1.0,100.0,0.0,0.0,35.322,4.0,1.0,1.0,18.0,0.0,18.0,0.0,27.0,0.26368850949096,CCO[Si](c1ccccc1)(c1ccc(cc1)N=Nc1ccccc1)OCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1007/s12633-013-9174-y,azobenzene,444.0,,490.0,1.1,0.53,0.29
865,3.0,0.0,0.0,0.0,0.0,8.0,2.0,-2.0,424.533,0.023,797.195,3.207,115.076,678.912,0.0,1387.167,2.0,5.7,4e-07,0.0101117,0.7545469,50.707,17.438,23.166,13.817,5.416,-7.245,-6.937,-8.741,802.842,-1.266,390.181,-0.481,8.962,1.016,2.0,0.849,1.0,100.0,0.0,0.0,84.059,6.0,1.0,1.0,24.0,0.0,24.0,0.0,31.0,0.0079899256406962,O[Si](c1ccc(cc1)N=Nc1ccccc1)(c1ccc(cc1)N=Nc1ccccc1)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/aoc.1612,azobenzene,445.0,,492.0,0.715,0.433,0.152
866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OC(=O)c1ccc(cc1)N=Nc1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/aoc.1612,azobenzene,444.0,,513.0,1.6740000000000002,0.485,0.416
867,4.0,0.0,0.0,2.0,0.0,5.0,0.0,-2.0,461.476,5.278,730.47,0.0,214.714,515.756,0.0,1329.081,2.0,3.5,0.0209589,0.0067761,0.8003202,48.751,16.214,22.117,11.72,6.112,-7.287,-8.779,-3.608,5.847,-1.973,3.087,-3.18,6.42,1.852,6.0,0.93,1.0,63.499,0.0,0.0,121.701,7.0,1.0,2.0,28.0,0.0,28.0,0.0,35.0,1.57482706864228e-05,OC(=O)c1[nH]c2c3cccc4c3c(c2[nH]c1C(=O)O)ccc4N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2010.05.017,acenaphthopyrazine,461.0,603.0,693.0,8.11,0.7190000000000001,4.04
868,3.0,0.0,0.0,2.0,0.0,7.0,0.0,-2.0,441.485,1.593,734.642,158.848,214.733,361.061,0.0,1326.89,2.0,3.5,0.0019126,0.0067376,0.7949004,45.902,15.121,20.516,10.236,5.914,-7.037,-8.007,-2.958,5.845,-2.124,3.086,-3.533,6.57,1.735,6.0,0.837,1.0,62.34,0.0,0.0,121.341,7.0,1.0,2.0,22.0,0.0,22.0,0.0,33.0,1.1888194293011e-05,CCCCN(c1ccc2c3c1cccc3c1c2[nH]c(c([nH]1)C(=O)O)C(=O)O)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2010.05.017,acenaphthopyrazine,457.0,599.0,662.0,6.43,0.63,2.68
873,16.0,0.0,0.0,1.0,0.0,35.0,1.0,-2.0,1351.901,7.916,2209.962,1412.074,180.432,450.734,166.722,4239.388,1.0,11.5,0.0147796,0.0052037,0.5732126,145.337,49.487,57.197,14.461,21.714,-28.222,-25.52,-8.78,48.805,-4.798,197.002,0.103,7.724,1.979,8.0,6.242,1.0,100.0,0.0,0.0,136.593,12.0,3.0,2.0,51.0,0.0,41.0,6.0,93.0,1.0288470047769499e-22,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra03530a,triphenylamine,518.0,601.0,665.0,12.99,0.57,4.93
870,16.0,0.0,0.0,1.0,0.0,23.0,1.0,-2.0,1209.617,9.916,1866.904,1006.757,179.519,515.97,164.658,3574.648,1.0,11.5,0.0275059,0.0061599,0.6056177,127.063,41.862,51.734,16.719,17.495,-23.761,-22.633,-8.567,49.788,-3.682,196.123,-0.802,7.899,1.819,8.0,4.864,1.0,100.0,0.0,0.0,138.845,12.0,3.0,2.0,55.0,0.0,45.0,8.0,83.0,3.30624003641195e-19,CCCCCC1(CCCCC)COc2c(OC1)c(sc2c1sc2c(n1)sc(n2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1sc(c2c1OCCO2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra03530a,triphenylamine,548.0,636.0,646.0,12.29,0.63,5.01
871,18.0,0.0,0.0,1.0,0.0,21.0,1.0,-2.0,1211.651,10.132,1868.011,991.135,182.57,490.448,203.858,3553.743,1.0,10.75,0.028887,0.0057548,0.6028967,127.266,41.954,51.605,16.285,17.804,-24.631,-23.019,-8.489,46.579,-3.55,299.223,-1.14,7.608,1.883,9.0,5.071,1.0,100.0,0.0,0.0,134.789,11.0,3.0,2.0,53.0,0.0,43.0,6.0,82.0,2.05232637058365e-20,CCCCCC1(CCCCC)COc2c(OC1)c(sc2c1nc2c(s1)nc(s2)c1sc(c2c1OCC(CO2)(CCCCC)CCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OC)cccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra03530a,triphenylamine,513.0,596.0,686.0,14.99,0.62,6.35
874,14.0,0.0,0.0,2.0,0.0,24.0,2.0,-2.0,887.119,2.191,1453.962,660.719,327.599,398.333,67.311,2714.741,2.0,8.5,0.0017684,0.0082676,0.6472883,90.884,31.964,38.771,14.187,12.121,-16.729,-16.808,-5.524,0.497,-5.931,0.503,-3.85,7.673,2.306,5.0,2.873,1.0,66.566,0.0,0.0,163.217,8.0,2.0,2.0,32.0,0.0,32.0,0.0,64.0,2.3424704281851303e-15,CCCCCCCCOc1c2cc(c3ccc(s3)/C=C(/C(=O)O)\C#N)c3c4c2c2c5c1cccc5c(cc2c(c4ccc3)OCCCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra21917e,anthanthrene,464.0,637.0,606.0,8.18,0.75,3.73
875,15.0,0.0,0.0,1.0,0.0,24.0,1.0,-2.0,981.303,8.556,1495.941,709.251,161.516,611.565,13.609,3036.496,1.0,5.5,0.0241085,0.0036766,0.6779003,105.797,33.372,40.966,10.171,16.456,-18.804,-20.99,-7.853,73.764,-3.193,44.628,-0.038,7.434,2.085,6.0,4.756,1.0,100.0,0.0,0.0,89.986,6.0,2.0,1.0,45.0,0.0,45.0,0.0,73.0,1.41466438352575e-13,CCCCCCCCOc1c2cccc3c2c2c4c1cc(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c4c(c(c2cc3c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)OCCCCCCCC)ccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra21917e,anthanthrene,461.0,539.0,690.0,10.4,0.73,5.27
876,15.0,0.0,0.0,2.0,0.0,24.0,2.0,-2.0,1039.314,5.291,1707.684,667.825,326.721,667.625,45.514,3200.858,2.0,8.5,0.0087462,0.0070392,0.6150848,112.91,39.502,46.692,16.616,15.476,-21.319,-20.711,-7.329,0.507,-6.529,0.39,-2.885,7.571,2.194,5.0,4.231,1.0,86.36,0.0,0.0,163.82,8.0,2.0,2.0,44.0,0.0,44.0,0.0,76.0,6.5014141947852e-19,CCCCC(COc1ccc(cc1)c1c2cccc3c2c2c4c1cc(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c4c(c(c2cc3c2ccc(s2)/C=C(/C(=O)O)\C#N)c2ccc(cc2)OCC(CCCC)CC)ccc1)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra21917e,anthanthrene,463.0,608.0,658.0,6.54,0.76,3.28
877,16.0,0.0,0.0,1.0,0.0,24.0,1.0,-2.0,1133.498,5.515,1796.497,778.279,162.942,838.611,16.666,3529.725,1.0,5.5,0.0086157,0.0030615,0.6240687,127.704,41.558,48.386,12.449,19.914,-24.451,-24.923,-9.807,71.503,-3.631,44.848,0.736,7.387,1.992,6.0,6.161,1.0,100.0,0.0,0.0,90.968,6.0,2.0,1.0,57.0,0.0,57.0,0.0,85.0,2.18483851639051e-18,CCCCC(COc1ccc(cc1)c1c2cccc3c2c2c4c1cc(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c4c(c(c2cc3c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)c2ccc(cc2)OCC(CCCC)CC)ccc1)CC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra21917e,anthanthrene,464.0,548.0,738.0,8.19,0.76,4.58
878,13.0,0.0,0.0,1.0,0.0,24.0,1.0,-2.0,844.315,9.473,1388.758,831.545,159.945,224.471,172.796,2710.141,1.0,3.5,0.033112,0.0025202,0.6769135,89.039,29.011,34.125,5.355,15.414,-18.398,-17.774,-6.023,76.338,-2.786,344.939,-1.372,9.111,1.829,9.0,4.294,1.0,100.0,0.0,0.0,72.94,3.0,2.0,2.0,25.0,0.0,25.0,0.0,56.0,1.433170397359e-14,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1scc(c1)CCCCCC)c1sc(cc1CCCCCC)c1ccc(s1)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ta09133k,oligothiophene,478.0,,620.0,17.15,0.72,7.64
879,15.0,0.0,0.0,1.0,0.0,29.0,1.0,-2.0,1010.596,7.786,1783.786,1224.355,159.999,226.506,172.926,3337.684,1.0,3.5,0.0181641,0.0019621,0.6055068,110.962,37.628,40.826,5.217,19.486,-25.014,-21.588,-7.188,76.249,-3.669,345.068,-0.886,8.804,1.844,11.0,5.879,1.0,100.0,0.0,0.0,72.948,3.0,2.0,2.0,30.0,0.0,30.0,0.0,67.0,1.27067073606313e-20,CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1scc(c1)CCCCCC)c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1ccc(s1)C=C(C(=O)O)C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ta09133k,oligothiophene,486.0,,670.0,16.85,0.628,7.07
881,11.0,0.0,0.0,1.0,0.0,20.0,0.0,-2.0,661.925,5.883,1294.105,603.809,108.394,581.901,0.0,2347.437,1.0,3.0,0.0147424,0.0023182,0.6600723,80.506,27.207,29.903,7.537,13.399,-15.744,-13.202,-8.0,235.287,-2.3,131.692,0.453,7.769,1.653,2.0,3.535,1.0,100.0,0.0,0.0,52.826,3.0,2.0,1.0,26.0,0.0,26.0,0.0,50.0,3.38726501383108e-10,CCCCCCCCN(c1ccc(cc1)C#Cc1c2ccccc2c(c2c1cccc2)C#Cc1ccc(cc1)C(=O)O)CCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp510057b,anthracene,499.0,603.0,672.0,9.912,0.7027,4.68
882,7.0,0.0,0.0,1.0,0.0,8.0,0.0,-2.0,549.625,2.407,899.653,185.404,106.797,607.453,0.0,1671.539,1.0,4.0,0.0034674,0.0044462,0.7571249,61.405,19.304,24.536,10.383,8.637,-9.912,-10.78,-6.551,243.639,-1.161,136.752,-0.58,7.688,1.739,3.0,1.908,1.0,94.321,0.0,0.0,67.061,5.0,2.0,1.0,32.0,0.0,32.0,0.0,42.0,1.77250414881003e-05,COc1ccc(cc1)N(c1c2ccccc2c(c2c1cccc2)C#Cc1ccc(cc1)C(=O)O)c1ccc(cc1)OC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1002/anie.201406190,anthracene,498.0,635.0,780.0,11.21,0.65,5.67
883,5.0,0.0,0.0,2.0,0.0,9.0,0.0,-2.0,625.746,4.637,929.497,284.568,256.202,172.283,216.444,1708.904,2.0,9.5,0.0125807,0.0144541,0.7436958,58.103,19.531,28.937,15.248,6.145,-8.977,-9.259,-2.886,2.363,-2.536,17.783,-4.77,8.657,2.209,5.0,0.591,1.0,43.692,0.0,0.0,173.308,9.0,2.0,2.0,25.0,0.0,22.0,2.0,41.0,1.11998735392511e-08,CCN1c2ccc(cc2CCc2c1ccc(c2)C=C1SC(=S)N(C1=O)CC(=O)O)C=C1SC(=S)N(C1=O)CC(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1590/s0103-50532011000400023,iminodibenzyl,445.0,558.0,597.0,9.95,0.61,3.59
888,16.0,0.0,0.0,0.0,0.0,24.0,2.0,-2.0,855.004,10.758,1472.177,621.197,415.497,435.484,0.0,2736.423,2.0,15.4,0.0422963,0.0147937,0.6426786,92.106,32.741,43.598,21.855,7.338,-13.82,-12.729,-9.391,1.137,-7.59,0.325,-5.339,7.579,2.297,6.0,1.695,1.0,32.036,0.0,0.0,216.206,12.0,3.0,2.0,30.0,4.0,26.0,2.0,64.0,5.93330116585001e-14,CCCCN(c1ccc(cc1)[C+]1C([O-])[C+](C1[O-])c1ccc(cc1)N(CCOC(=O)CCC(=O)OCc1ccc2c(c1)c(=C(C#N)C#N)c1c(c2=C(C#N)C#N)cccc1)C)CCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2011.01.006,squarylium,632.0,656.0,370.0,2.81,0.64,0.67
889,14.0,0.0,0.0,1.0,0.0,22.0,1.0,-2.0,935.194,8.677,1569.978,597.001,251.379,688.561,33.037,2973.534,1.0,12.0,0.0253188,0.0076434,0.6369717,105.296,35.744,44.547,18.334,12.598,-17.61,-17.054,-8.882,10.368,-4.812,6.838,-1.615,8.008,1.951,5.0,3.092,1.0,92.97,0.0,0.0,156.372,10.0,2.0,2.0,43.0,0.0,43.0,0.0,69.0,5.57664898495428e-14,CCCCCCCCn1c(=O)c2c(c1c1ccc(cn1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c(=O)n(c2c1ccc(cn1)c1ccc(s1)C=C(C(=O)O)C#N)CCCCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c5ra27288b,triphenylamine,579.0,,494.0,14.31,68.0,4.8
890,2.0,0.0,0.0,2.0,0.0,4.0,0.0,-2.0,399.405,1.307,655.965,67.587,214.769,373.609,0.0,1164.353,2.0,3.5,0.0014678,0.0075457,0.8159695,41.443,13.634,19.109,10.794,4.904,-6.115,-7.142,-2.677,5.84,-1.828,3.083,-3.778,6.519,1.705,6.0,0.527,2.0,69.378,0.0,0.0,122.006,7.0,0.0,2.0,22.0,0.0,22.0,0.0,30.0,5.1150677432178e-05,OC(=O)c1[nH]c2c3cccc4c3c(c2[nH]c1C(=O)O)ccc4N(c1ccccc1)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2010.05.017,acenaphthopyrazine,444.0,585.0,638.0,4.1,0.6970000000000001,1.82
891,5.0,0.0,0.0,2.0,0.0,5.0,0.0,-2.0,511.536,8.055,797.886,0.0,219.564,578.322,0.0,1466.485,4.0,5.5,0.0442494,0.0137864,0.7823649,54.847,18.496,28.646,17.24,5.785,-7.415,-9.006,-4.197,5.26,-2.129,2.753,-3.049,6.76,1.927,6.0,0.728,1.0,47.804,0.0,0.0,123.433,7.0,2.0,2.0,32.0,0.0,32.0,0.0,39.0,1.75829082149072e-05,OC(=O)c1cc2[nH]c3c4ccc(c5c4c(c3[nH]c2cc1C(=O)O)ccc5)N(c1ccccc1)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2010.05.017,acenaphthopyrazine,444.0,590.0,650.0,6.27,0.6990000000000001,2.85
892,3.0,0.0,0.0,2.0,0.0,7.0,0.0,-2.0,491.545,4.956,807.921,165.544,216.72,425.657,0.0,1467.555,4.0,5.5,0.0167338,0.0136152,0.7730228,52.148,17.467,26.948,15.765,5.625,-7.262,-8.244,-3.62,5.597,-2.276,2.945,-3.342,2.978,1.739,6.0,0.639,1.0,60.31,0.0,0.0,122.424,7.0,1.0,2.0,26.0,0.0,26.0,0.0,37.0,1.22171677869161e-05,CCCCN(c1ccc2c3c1cccc3c1c2[nH]c2c([nH]1)cc(c(c2)C(=O)O)C(=O)O)c1ccccc1,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2010.05.017,acenaphthopyrazine,435.0,608.0,632.0,5.89,0.705,2.62
893,2.0,0.0,0.0,2.0,0.0,4.0,0.0,-2.0,449.465,7.947,723.588,67.466,219.656,436.465,0.0,1300.986,4.0,5.5,0.0485407,0.015202,0.7965059,47.511,15.893,25.952,16.317,4.601,-6.311,-7.402,-3.291,5.249,-1.986,2.747,-3.646,6.753,1.909,6.0,0.351,1.0,66.775,0.0,0.0,123.789,7.0,0.0,2.0,26.0,0.0,26.0,0.0,34.0,4.95599752336755e-05,OC(=O)c1cc2[nH]c3c4ccc(c5c4c(c3[nH]c2cc1C(=O)O)ccc5)N(c1ccccc1)C,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.jphotochem.2010.05.017,acenaphthopyrazine,424.0,607.0,589.0,3.78,0.6629999999999999,1.48
894,12.0,0.0,0.0,1.0,0.0,17.0,1.0,-2.0,757.037,6.066,1275.861,484.971,148.571,569.255,73.065,2377.545,1.0,7.0,0.0154772,0.0054865,0.6752233,83.516,27.757,33.924,12.308,11.773,-15.427,-14.902,-7.694,97.859,-2.454,128.232,-0.62,8.049,2.05,7.0,2.818,1.0,100.0,0.0,0.0,102.497,6.0,2.0,2.0,33.0,0.0,33.0,0.0,53.0,6.786512165545669e-11,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1sc(c(n1)CCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c0jm03811c,triphenylamine,457.0,,810.0,11.78,0.6,5.73
895,14.0,0.0,0.0,1.0,0.0,19.0,1.0,-2.0,781.059,9.017,1381.181,501.273,179.327,606.483,94.098,2520.814,1.0,7.0,0.032252,0.0050681,0.6485471,88.321,30.524,35.873,12.59,12.601,-17.147,-15.405,-8.304,49.996,-3.193,80.903,-0.864,8.008,2.0,7.0,3.131,1.0,100.0,0.0,0.0,101.837,6.0,2.0,2.0,33.0,0.0,33.0,0.0,55.0,7.611293901680729e-13,CCCCCCc1nc(sc1C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)c1nc(c(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)CCCCCC,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1039/c0jm03811c,triphenylamine,465.0,,754.0,12.06,0.62,5.6
896,8.0,0.0,0.0,1.0,0.0,10.0,1.0,-2.0,597.543,5.738,928.23,9.249,161.919,568.98,188.082,1698.503,1.0,4.0,0.0193867,0.0043093,0.7416863,60.833,18.617,25.548,10.189,9.098,-11.934,-12.604,-6.618,73.118,-1.54,399.248,-1.539,8.029,2.035,2.0,1.895,1.0,87.663,188.082,0.0,78.447,5.0,2.0,1.0,29.0,0.0,29.0,0.0,44.0,2.01087519302968e-08,N#C/C(=C\c1ccc(n1c1c(F)c(F)c(c(c1F)F)F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1016/j.dyepig.2013.05.030,triphenylamine,493.0,,730.0,12.9,0.67,6.23
897,3.0,0.0,0.0,1.0,0.0,8.0,0.0,-2.0,472.576,7.524,793.66,120.87,127.224,439.333,106.233,1426.931,1.0,5.0,0.0396686,0.0062999,0.7723234,50.011,16.624,21.937,10.145,6.704,-8.028,-8.222,-5.504,155.967,-1.08,322.475,-1.549,8.072,2.151,2.0,1.011,1.0,92.491,0.0,0.0,87.634,5.0,1.0,1.0,23.0,0.0,23.0,0.0,33.0,0.0001253381939395,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C\1/SC(=S)N(C1=O)CC(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp067930a,triphenylamine,461.0,602.0,563.0,18.2,0.57,5.84
898,5.0,0.0,0.0,1.0,0.0,10.0,0.0,-2.0,498.613,9.038,852.681,132.692,133.946,479.948,106.094,1529.84,1.0,5.0,0.0534001,0.0058639,0.7530247,53.233,18.068,23.214,10.168,7.356,-8.777,-8.761,-6.01,134.676,-1.354,274.688,-1.337,8.052,2.197,2.0,1.205,1.0,95.171,0.0,0.0,88.893,5.0,1.0,1.0,23.0,0.0,23.0,0.0,35.0,3.83649857066833e-05,C=Cc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/C=C/C=C\1/SC(=S)N(C1=O)CC(=O)O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp067930a,triphenylamine,474.0,640.0,456.0,4.5,0.62,1.27
950,3.0,0.0,0.0,1.0,0.0,7.0,0.0,-1.0,446.538,5.036,745.439,55.753,127.082,456.149,106.455,1329.785,1.0,5.0,0.0190709,0.0067075,0.7845261,46.926,15.763,20.665,10.363,6.11,-7.319,-7.684,-5.386,156.452,-0.974,324.464,-1.583,8.1,2.144,3.0,0.789,1.0,89.036,0.0,0.0,87.391,5.0,1.0,1.0,23.0,0.0,23.0,0.0,31.0,0.0005605449130969,OC(=O)CN1C(=S)S/C(=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O,Iodide_Triiodide,TiO2,AM 1.5G 100mW/cm2,10.1021/jp067930a,triphenylamine,458.0,540.0,564.0,13.0,0.59,4.32
