VOC,JSC,FF,PCE,Electrolyte,Active area,Co-adsorbent,Co-sensitizer,Semiconductor,Dye loading,Exposure time,Solar simulator,Performance comment,Article author,Article title,Article journal,Article volume,Article DOI,Article pages,Article issue nr,Article EID,Article year,Article year,Article electronic id,Article keywords,Molecule SMILE,Molecule keywords,Molecule spectrum absorption maxima,Molecule spectrum emission maxima,Molecule spectrum solvent
830,13,0.69,7.44,"0.25 M [Co(II)(phen)3](PF6)2, 0.05 M [Co(III)(phen)3](PF6)3, 0.5 M TBP and 0.1 M LiTFSI in acetonitrile",0.19,-,-,TiO2 film (3 um thick + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Panpan Dai and Lin Yang and Mao Liang and Huanhuan Dong and Peng Wang and Chunyao Zhang and Zhe Sun and Song Xue,"Influence of the Terminal Electron Donor in D-D-pi-A Organic Dye-Sensitized Solar Cells: Dithieno[3,2-b:2',3'-d]pyrrole versus Bis(amine)",ACS Applied Materials & Interfaces,7,10.1021/acsami.5b06481,22436--22447,40,,01/01/2015,Dai_2015,,,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(\C(=O)O)/C#N,triphenylamine,525,,dichloromethane
883,12.8,0.67,7.57,Co-bpy,0.19,-,-,TiO2 film (3 um thick + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Panpan Dai and Lin Yang and Mao Liang and Huanhuan Dong and Peng Wang and Chunyao Zhang and Zhe Sun and Song Xue,"Influence of the Terminal Electron Donor in D-D-pi-A Organic Dye-Sensitized Solar Cells: Dithieno[3,2-b:2',3'-d]pyrrole versus Bis(amine)",ACS Applied Materials & Interfaces,7,10.1021/acsami.5b06481,22436--22447,40,,01/01/2015,Dai_2015,,,CCCCCCC1(CCCCCC)c2c3c4ccc(cc4C(c3c3c(c2c2c1cccc2)C(CCCCCC)(CCCCCC)c1c3cccc1)(CCCCCC)CCCCCC)N(c1ccc(cc1)N(c1ccc2c(c1)c1ccccc1C2(CCC)CCC)c1ccc2c(c1)c1ccccc1C2(CCC)CCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,529,,dichloromethane
721,14.2,0.67,6.86,Co-dmbpy,0.19,-,-,TiO2 film (3 um thick + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Panpan Dai and Lin Yang and Mao Liang and Huanhuan Dong and Peng Wang and Chunyao Zhang and Zhe Sun and Song Xue,"Influence of the Terminal Electron Donor in D-D-pi-A Organic Dye-Sensitized Solar Cells: Dithieno[3,2-b:2',3'-d]pyrrole versus Bis(amine)",ACS Applied Materials & Interfaces,7,10.1021/acsami.5b06481,22436--22447,40,,01/01/2015,Dai_2015,,,CCCCCCC1(CCCCCC)c2c3c4ccc(cc4C(c3c3c(c2c2c1cccc2)C(CCCCCC)(CCCCCC)c1c3cccc1)(CCCCCC)CCCCCC)N(c1ccc(cc1)N(c1ccc2c(c1)c1ccccc1C2(CCC)CCC)c1ccc2c(c1)c1ccccc1C2(CCC)CCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,529,,dichloromethane
738,9.4,0.69,4.79,Co-bpy,0.19,-,-,TiO2 film (3 um thick + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Panpan Dai and Lin Yang and Mao Liang and Huanhuan Dong and Peng Wang and Chunyao Zhang and Zhe Sun and Song Xue,"Influence of the Terminal Electron Donor in D-D-pi-A Organic Dye-Sensitized Solar Cells: Dithieno[3,2-b:2',3'-d]pyrrole versus Bis(amine)",ACS Applied Materials & Interfaces,7,10.1021/acsami.5b06481,22436--22447,40,,01/01/2015,Dai_2015,,,CCCCCCC1(CCCCCC)c2c3c4ccc(cc4C(c3c3c(c2c2c1cccc2)C(CCCCCC)(CCCCCC)c1c3cccc1)(CCCCCC)CCCCCC)N(c1ccc(cc1)N(c1ccc2c(c1)c1ccccc1C2(CCC)CCC)c1ccc2c(c1)c1ccccc1C2(CCC)CCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,529,,dichloromethane
626,12.5,0.68,5.32,Co-dmbpy,0.19,-,-,TiO2 film (3 um thick + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Panpan Dai and Lin Yang and Mao Liang and Huanhuan Dong and Peng Wang and Chunyao Zhang and Zhe Sun and Song Xue,"Influence of the Terminal Electron Donor in D-D-pi-A Organic Dye-Sensitized Solar Cells: Dithieno[3,2-b:2',3'-d]pyrrole versus Bis(amine)",ACS Applied Materials & Interfaces,7,10.1021/acsami.5b06481,22436--22447,40,,01/01/2015,Dai_2015,,,CCCCCCC1(CCCCCC)c2c3c4ccc(cc4C(c3c3c(c2c2c1cccc2)C(CCCCCC)(CCCCCC)c1c3cccc1)(CCCCCC)CCCCCC)N(c1ccc(cc1)N(c1ccc2c(c1)c1ccccc1C2(CCC)CCC)c1ccc2c(c1)c1ccccc1C2(CCC)CCC)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(/C(=O)O)\C#N,triphenylamine,529,,dichloromethane
827,14.8,0.68,8.32,Co-bpy,0.19,-,-,TiO2 film (3 um thick + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Panpan Dai and Lin Yang and Mao Liang and Huanhuan Dong and Peng Wang and Chunyao Zhang and Zhe Sun and Song Xue,"Influence of the Terminal Electron Donor in D-D-pi-A Organic Dye-Sensitized Solar Cells: Dithieno[3,2-b:2',3'-d]pyrrole versus Bis(amine)",ACS Applied Materials & Interfaces,7,10.1021/acsami.5b06481,22436--22447,40,,01/01/2015,Dai_2015,,,CCCCCCN(c1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine,535,,dichloromethane
670,15.8,0.68,7.2,Co-dmbpy,0.19,-,-,TiO2 film (3 um thick + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Panpan Dai and Lin Yang and Mao Liang and Huanhuan Dong and Peng Wang and Chunyao Zhang and Zhe Sun and Song Xue,"Influence of the Terminal Electron Donor in D-D-pi-A Organic Dye-Sensitized Solar Cells: Dithieno[3,2-b:2',3'-d]pyrrole versus Bis(amine)",ACS Applied Materials & Interfaces,7,10.1021/acsami.5b06481,22436--22447,40,,01/01/2015,Dai_2015,,,CCCCCCN(c1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)c1cc2c(s1)c1c(n2CCCCCC)cc(s1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine,535,,dichloromethane
783,10.2,0.7,5.59,Co-bpy,0.19,-,-,TiO2 film (3 um thick + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Panpan Dai and Lin Yang and Mao Liang and Huanhuan Dong and Peng Wang and Chunyao Zhang and Zhe Sun and Song Xue,"Influence of the Terminal Electron Donor in D-D-pi-A Organic Dye-Sensitized Solar Cells: Dithieno[3,2-b:2',3'-d]pyrrole versus Bis(amine)",ACS Applied Materials & Interfaces,7,10.1021/acsami.5b06481,22436--22447,40,,01/01/2015,Dai_2015,,,CCCCCCn1c2ccsc2c2c1cc(s2)c1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)c1sc2c(c1)n(c1c2sc(c1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine,521,,dichloromethane
658,13.8,0.69,6.27,Co-dmbpy,0.19,-,-,TiO2 film (3 um thick + 4 um scattering layer),-,24 hours,AM 1.5G 100mW/cm2,-,Panpan Dai and Lin Yang and Mao Liang and Huanhuan Dong and Peng Wang and Chunyao Zhang and Zhe Sun and Song Xue,"Influence of the Terminal Electron Donor in D-D-pi-A Organic Dye-Sensitized Solar Cells: Dithieno[3,2-b:2',3'-d]pyrrole versus Bis(amine)",ACS Applied Materials & Interfaces,7,10.1021/acsami.5b06481,22436--22447,40,,01/01/2015,Dai_2015,,,CCCCCCn1c2ccsc2c2c1cc(s2)c1ccc(cc1)N(c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2c2c(c3c1c1ccccc1C3(CCCCCC)CCCCCC)c1c(C2(CCCCCC)CCCCCC)cccc1)c1ccc(cc1)c1sc2c(c1)n(c1c2sc(c1)/C=C(/C(=O)O)\C#N)CCCCCC,triphenylamine,521,,dichloromethane
648,9.49,0.66,4.03,"0.30 M [Co(II)(Me2bpy)3]TFSI2, 0.06 M [Co(III)(Me2bpy)3]TFSI3, 0.1 M LiClO4, and 0.33 M tert-butylpyridine in acetonitrile",0.12,5 mM CDCA,-,TiO2 film (4 um thick + 4 um scattering layer),-,2 hours,AM 1.5G 100mW/cm2,-,Zhongjin Shen and Jue Chen and Xin Li and Xing Li and Ying Zhou and Ying Yu and Haoran Ding and Jing Li and Linyong Zhu and Jianli Hua,"Synthesis and Photovoltaic Properties of Powerful Electron-Donating Indeno[1, 2-b]thiophene-Based Green D{\textendash}A-$\uppi${\textendash}A Sensitizers for Dye-Sensitized Solar Cells",{ACS} Sustainable Chemistry {\&} Engineering,4,10.1021/acssuschemeng.6b00574,3518--3525,6,,01/01/2016,Shen_2016,,,CCCCCCCCOc1ccc(c(c1)OCCCCCCCC)c1cc(ccc1N(c1ccc2c(c1)C(C)(C)c1c2sc(c1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,triphenylamine,611,,dichloromethane
651,12.97,0.65,5.49,"0.30 M [Co(II)(Me2bpy)3]TFSI2, 0.06 M [Co(III)(Me2bpy)3]TFSI3, 0.1 M LiClO4, and 0.33 M tert-butylpyridine in acetonitrile",0.12,5 mM CDCA,-,TiO2 film (4 um thick + 4 um scattering layer),-,2 hours,AM 1.5G 100mW/cm2,-,Zhongjin Shen and Jue Chen and Xin Li and Xing Li and Ying Zhou and Ying Yu and Haoran Ding and Jing Li and Linyong Zhu and Jianli Hua,"Synthesis and Photovoltaic Properties of Powerful Electron-Donating Indeno[1, 2-b]thiophene-Based Green D{\textendash}A-$\uppi${\textendash}A Sensitizers for Dye-Sensitized Solar Cells",{ACS} Sustainable Chemistry {\&} Engineering,4,10.1021/acssuschemeng.6b00574,3518--3525,6,,01/01/2016,Shen_2016,,,CCCCCCCCOc1ccc(c(c1)OCCCCCCCC)c1cc(ccc1N(c1ccc2c(c1)C(C)(C)c1c2sc(c1)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,triphenylamine,616,,dichloromethane
667,16.73,0.65,7.23,"0.30 M [Co(II)(Me2bpy)3]TFSI2, 0.06 M [Co(III)(Me2bpy)3]TFSI3, 0.1 M LiClO4, and 0.33 M tert-butylpyridine in acetonitrile",0.12,5 mM CDCA,-,TiO2 film (4 um thick + 4 um scattering layer),-,2 hours,AM 1.5G 100mW/cm2,-,Zhongjin Shen and Jue Chen and Xin Li and Xing Li and Ying Zhou and Ying Yu and Haoran Ding and Jing Li and Linyong Zhu and Jianli Hua,"Synthesis and Photovoltaic Properties of Powerful Electron-Donating Indeno[1, 2-b]thiophene-Based Green D{\textendash}A-$\uppi${\textendash}A Sensitizers for Dye-Sensitized Solar Cells",{ACS} Sustainable Chemistry {\&} Engineering,4,10.1021/acssuschemeng.6b00574,3518--3525,6,,01/01/2016,Shen_2016,,,CCCCCCCCOc1ccc(c(c1)OCCCCCCCC)c1cc(ccc1N(c1ccc2c(c1)C(C)(C)c1c2sc(c1)c1ncc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,triphenylamine,628,,dichloromethane
604,8.37,0.72,3.65,"0.05 M I2, 0.1 M LiI, 0.5 M GuSCN, 0.5 M TPB, 0.6 M BMII, 0.1 M DMPII",0.12,5 mM CDCA,-,TiO2 film (4 um thick + 4 um scattering layer),-,4 hours,AM 1.5G 100mW/cm2,-,Zhongjin Shen and Jue Chen and Xin Li and Xing Li and Ying Zhou and Ying Yu and Haoran Ding and Jing Li and Linyong Zhu and Jianli Hua,"Synthesis and Photovoltaic Properties of Powerful Electron-Donating Indeno[1, 2-b]thiophene-Based Green D{\textendash}A-$\uppi${\textendash}A Sensitizers for Dye-Sensitized Solar Cells",{ACS} Sustainable Chemistry {\&} Engineering,4,10.1021/acssuschemeng.6b00574,3518--3525,6,,01/01/2016,Shen_2016,,,CCCCCCCCOc1ccc(c(c1)OCCCCCCCC)c1cc(ccc1N(c1ccc2c(c1)C(C)(C)c1c2sc(c1)c1c(F)c(F)c(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,triphenylamine,611,,dichloromethane
621,12.26,0.7,5.32,"0.05 M I2, 0.1 M LiI, 0.5 M GuSCN, 0.5 M TPB, 0.6 M BMII, 0.1 M DMPII",0.12,5 mM CDCA,-,TiO2 film (4 um thick + 4 um scattering layer),-,4 hours,AM 1.5G 100mW/cm2,-,Zhongjin Shen and Jue Chen and Xin Li and Xing Li and Ying Zhou and Ying Yu and Haoran Ding and Jing Li and Linyong Zhu and Jianli Hua,"Synthesis and Photovoltaic Properties of Powerful Electron-Donating Indeno[1, 2-b]thiophene-Based Green D{\textendash}A-$\uppi${\textendash}A Sensitizers for Dye-Sensitized Solar Cells",{ACS} Sustainable Chemistry {\&} Engineering,4,10.1021/acssuschemeng.6b00574,3518--3525,6,,01/01/2016,Shen_2016,,,CCCCCCCCOc1ccc(c(c1)OCCCCCCCC)c1cc(ccc1N(c1ccc2c(c1)C(C)(C)c1c2sc(c1)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,triphenylamine,616,,dichloromethane
647,14.19,0.69,6.29,"0.05 M I2, 0.1 M LiI, 0.5 M GuSCN, 0.5 M TPB, 0.6 M BMII, 0.1 M DMPII",0.12,5 mM CDCA,-,TiO2 film (4 um thick + 4 um scattering layer),-,4 hours,AM 1.5G 100mW/cm2,-,Zhongjin Shen and Jue Chen and Xin Li and Xing Li and Ying Zhou and Ying Yu and Haoran Ding and Jing Li and Linyong Zhu and Jianli Hua,"Synthesis and Photovoltaic Properties of Powerful Electron-Donating Indeno[1, 2-b]thiophene-Based Green D{\textendash}A-$\uppi${\textendash}A Sensitizers for Dye-Sensitized Solar Cells",{ACS} Sustainable Chemistry {\&} Engineering,4,10.1021/acssuschemeng.6b00574,3518--3525,6,,01/01/2016,Shen_2016,,,CCCCCCCCOc1ccc(c(c1)OCCCCCCCC)c1cc(ccc1N(c1ccc2c(c1)C(C)(C)c1c2sc(c1)c1ncc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)c1ccc(cc1OCCCCCCCC)OCCCCCCCC)c1ccc(cc1OCCCCCCCC)OCCCCCCCC,triphenylamine,628,,dichloromethane
690,10.81,0.72,5.36,"0.1 M LiI, 0.6 M DMPII, and 0.5 M TBP in a mixture of ACN/MPN (volume ratio of 1:1)",0.16,-,-,TiO2 film (12 um thick),-,-,AM 1.5G 100mW/cm2,-,Lu-Yin Lin and Chuan-Pei Lee and Min-Hsin Yeh and Abhishek Baheti and R. Vittal and K.R. Justin Thomas and Kuo-Chuan Ho,"A novel 2,7-diaminofluorene-based organic dye for a dye-sensitized solar cell",Journal of Power Sources,215,10.1016/j.jpowsour.2012.04.084,122--129,,,01/01/2012,Lin_2012,,,N#C/C(=C\c1ccc(cc1)N(c1cccc2c1cccc2)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,441,,Dichloromethane
800,8,0.75,3.79,0.7 M DMPII and 0.5 M TBP in a mixture of ACN/MPN (volume ratio of 1:1),0.16,-,-,TiO2 film (12 um thick),-,-,AM 1.5G 100mW/cm2,-,Lu-Yin Lin and Chuan-Pei Lee and Min-Hsin Yeh and Abhishek Baheti and R. Vittal and K.R. Justin Thomas and Kuo-Chuan Ho,"A novel 2,7-diaminofluorene-based organic dye for a dye-sensitized solar cell",Journal of Power Sources,215,10.1016/j.jpowsour.2012.04.084,122--129,,,01/01/2012,Lin_2012,,,N#C/C(=C\c1ccc(cc1)N(c1cccc2c1cccc2)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,441,,Dichloromethane
630,16.94,0.66,7.01,"0.1 M LiI, 0.6 M DMPII, 0.03 M I2 , and 0.5 M TBP in a mixture of ACN/MPN (volume ratio of 1:1)",0.16,DINHOP,-,TiO2 film (12 um thick),-,24 hours,AM 1.5G 100mW/cm2,-,Lu-Yin Lin and Chuan-Pei Lee and Min-Hsin Yeh and Abhishek Baheti and R. Vittal and K.R. Justin Thomas and Kuo-Chuan Ho,"A novel 2,7-diaminofluorene-based organic dye for a dye-sensitized solar cell",Journal of Power Sources,215,10.1016/j.jpowsour.2012.04.084,122--129,,,01/01/2012,Lin_2012,,,CCN1C(=S)SC(=c2sc(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)c(=O)n2CC(=O)O)C1=O,triphenylamine,,,-
640,7.4,0.71,3.34,"0.6 M BMII (1-butyl-3-methylimidazolium iodide), 0.05 M LiI, 0.03 MI2, 0.5 M 4-tert-butylpyridine, and 0.1 M guanidinium thiocyanate in a mixture of acetonitrile-valeronitrile (85:15, v/v)",0.16,-,-,TiO2 film (10 um thick),120 nmol/cm2,18 hours,AM 1.5G 100mW/cm2,-,Hao-Wu Lin and Yu-Shih Wang and Po-Fan Yang and Ken-Tsung Wong and Li-Yen Lin and Francis Lin,Photophysical studies on D{\textendash}$\uppi${\textendash}A dye-sensitized solar cells: Effects of $\uppi$-bridge and hexyloxy side chains in donor moieties,Organic Electronics,14,10.1016/j.orgel.2013.02.002,1037--1044,4,,01/01/2013,Lin_2013,,,N#C/C(=C\c1cnc(nc1)c1ccc(s1)N(c1ccccc1)c1ccccc1)/C(=O)O,diphenylthienylamine,484,560,tert-butanol–acetonitrile
610,7.1,0.59,2.6,"LiI (100 mM), iodine (30 mM), 4-tert-butyl pyridine (500 mM) and 1-butyl-3-methyl-imidazolium iodide (600 mM) in mixed solvent of acetonitrile and varelonitrile (volume ratio of 85:15)",0.16,-,-,TiO2 film (8 um transparent + 11 um scat­tering layer),-,16 hours,AM 1.5G 100mW/cm2,-,Shunsuke Irie and Shinichiro Fuse and Masato M. Maitani and Yuji Wada and Yuhei Ogomi and Shuzi Hayase and Tatsuo Kaiho and Hisashi Masui and Hiroshi Tanaka and Takashi Takahashi,Rapid Synthesis of D-A$\prime$-$\uppi$-A Dyes through a One-Pot Three-Component Suzuki-Miyaura Coupling and an Evaluation of their Photovoltaic Properties for Use in Dye-Sensitized Solar Cells,Chemistry - A European Journal,22,10.1002/chem.201504277,2507--2514,7,,01/01/2016,Irie_2016,,,CCCCCCCCn1nc2c(n1)c(c1ccc(s1)/C=C(/C(=O)O)\C#N)c1c(c2c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)nc(c(n1)c1ccccc1)c1ccccc1,triphenylamine,592,,Dichloromethane
660,11.19,0.7,5.22,"0.6 M 1-butyl-3-methylimidazolium iodide (BMII), 0.05 M LiI, 0.03 M I2, 0.5 M 4-tert-butylpyridine, and 0.1 M guanidinium thiocyanate in a mixture of acetonitrile-valeronitrile (85:15, v/v)]",0.125,0.5 mM DCA,-,TiO2 film (12 um thick + 4 um scattering layer),250 nmol/cm2,24 hours,AM 1.5G 100mW/cm2,-,Li-Yen Lin and Chih-Hung Tsai and Ken-Tsung Wong and Tsung-Wei Huang and Chung-Chih Wu and Shu-Hua Chou and Francis Lin and Shinn-Horng Chen and An-I Tsai,Efficient organic {DSSC} sensitizers bearing an electron-deficient pyrimidine as an effective $\uppi$-spacer,Journal of Materials Chemistry,21,10.1039/c1jm10201j,5950,16,,01/01/2011,Lin_2011,,,N#CC(=Cc1ccc(cc1)c1ccc(s1)N(c1ccccc1)c1ccccc1)C(=O)O,diphenylamine,438,549,tert-butanol–acetonitrile
670,11.2,0.69,5.19,"acetonitrile solution containing LiI (0.5 M), I2 (0.05 M), and 4-tert-butylpyridine (0.5 M)",0.25,-,-,TiO2 film (16-18 um thick),-,12 hours,AM 1.5G 100mW/cm2,-,Yan-Duo Lin and Tahsin J. Chow,Fluorine substituent effect on organic dyes for sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,230,10.1016/j.jphotochem.2011.12.013,47--54,1,,01/01/2012,Lin_2012,,,N#C/C(=C\c1ccc(cc1F)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,436,615,THF
680,9.99,0.68,4.58,"acetonitrile solution containing LiI (0.5 M), I2 (0.05 M), and 4-tert-butylpyridine (0.5 M)",0.25,-,-,TiO2 film (16-18 um thick),-,12 hours,AM 1.5G 100mW/cm2,-,Yan-Duo Lin and Tahsin J. Chow,Fluorine substituent effect on organic dyes for sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,230,10.1016/j.jphotochem.2011.12.013,47--54,1,,01/01/2012,Lin_2012,,,N#C/C(=C\c1ccc(cc1)/C=C/c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,434,611,THF
670,10.84,0.65,4.73,"acetonitrile solution containing LiI (0.5 M), I2 (0.05 M), and 4-tert-butylpyridine (0.5 M)",0.25,-,-,TiO2 film (16-18 um thick),-,12 hours,AM 1.5G 100mW/cm2,-,Yan-Duo Lin and Tahsin J. Chow,Fluorine substituent effect on organic dyes for sensitized solar cells,Journal of Photochemistry and Photobiology A: Chemistry,230,10.1016/j.jphotochem.2011.12.013,47--54,1,,01/01/2012,Lin_2012,,,N#C/C(=C\c1ccc(cc1F)/C=C/c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,427,600,THF
710,13,0.69,6.31,"0.1 M LiI, 0.6 M DMPII, 0.03 M I2 , and 0.5 M TBP in a mixture of ACN/MPN (volume ratio of 1:1)",0.16,DINHOP,-,TiO2 film (12 um thick),-,24 hours,AM 1.5G 100mW/cm2,-,Lu-Yin Lin and Chuan-Pei Lee and Min-Hsin Yeh and Abhishek Baheti and R. Vittal and K.R. Justin Thomas and Kuo-Chuan Ho,"A novel 2,7-diaminofluorene-based organic dye for a dye-sensitized solar cell",Journal of Power Sources,215,10.1016/j.jpowsour.2012.04.084,122--129,,,01/01/2012,Lin_2012,,,N#C/C(=C\c1ccc(cc1)N(c1cccc2c1cccc2)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,triphenylamine,441,,Dichloromethane
671,10.48,0.67,4.71,"0.6 M BMII (1-butyl-3-methylimidazolium iodide), 0.05 M LiI, 0.03 MI2, 0.5 M 4-tert-butylpyridine, and 0.1 M guanidinium thiocyanate in a mixture of acetonitrile-valeronitrile (85:15, v/v)",0.16,-,-,TiO2 film (10 um thick),86 nmol/cm2,18 hours,AM 1.5G 100mW/cm2,-,Hao-Wu Lin and Yu-Shih Wang and Po-Fan Yang and Ken-Tsung Wong and Li-Yen Lin and Francis Lin,Photophysical studies on D{\textendash}$\uppi${\textendash}A dye-sensitized solar cells: Effects of $\uppi$-bridge and hexyloxy side chains in donor moieties,Organic Electronics,14,10.1016/j.orgel.2013.02.002,1037--1044,4,,01/01/2013,Lin_2013,,,CCCCCCOc1ccc(cc1)N(c1ccc(s1)c1ncc(cn1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,diphenylthienylamine,502,590,tert-butanol–acetonitrile
695,10.78,0.68,5.06,"0.6 M BMII (1-butyl-3-methylimidazolium iodide), 0.05 M LiI, 0.03 MI2, 0.5 M 4-tert-butylpyridine, and 0.1 M guanidinium thiocyanate in a mixture of acetonitrile-valeronitrile (85:15, v/v)",0.16,-,-,TiO2 film (10 um thick),42.6 nmol/cm2,18 hours,AM 1.5G 100mW/cm2,-,Hao-Wu Lin and Yu-Shih Wang and Po-Fan Yang and Ken-Tsung Wong and Li-Yen Lin and Francis Lin,Photophysical studies on D{\textendash}$\uppi${\textendash}A dye-sensitized solar cells: Effects of $\uppi$-bridge and hexyloxy side chains in donor moieties,Organic Electronics,14,10.1016/j.orgel.2013.02.002,1037--1044,4,,01/01/2013,Lin_2013,,,N#C/C(=C\c1sc2c(c1)[Si](c1c2sc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)/C(=O)O,triphenylamine,495,579,tert-butanol–acetonitrile
769,13.7,0.59,6.24,"0.6 M BMII (1-butyl-3-methylimidazolium iodide), 0.05 M LiI, 0.03 MI2, 0.5 M 4-tert-butylpyridine, and 0.1 M guanidinium thiocyanate in a mixture of acetonitrile-valeronitrile (85:15, v/v)",0.16,-,-,TiO2 film (10 um thick),48.5 nmol/cm2,18 hours,AM 1.5G 100mW/cm2,-,Hao-Wu Lin and Yu-Shih Wang and Po-Fan Yang and Ken-Tsung Wong and Li-Yen Lin and Francis Lin,Photophysical studies on D{\textendash}$\uppi${\textendash}A dye-sensitized solar cells: Effects of $\uppi$-bridge and hexyloxy side chains in donor moieties,Organic Electronics,14,10.1016/j.orgel.2013.02.002,1037--1044,4,,01/01/2013,Lin_2013,,,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)[Si](c1c2sc(c1)/C=C(/C(=O)O)\C#N)(c1ccccc1)c1ccccc1,triphenylamine,511,605,tert-butanol–acetonitrile
692,16.3,0.68,7.67,"0.6 M 1,2-dimethyl-3-n-propylimidazolium iodide (DMPImI), 0.1 M LiI, 0.05 M I2, and 0.5 M tertbutylpyridine in acetonitrile",0.19,-,-,TiO2 film (9 + 4 um thick),116 nmol/cm2,24 hours,AM 1.5G 100mW/cm2,-,Ziyi Lu and Mao Liang and Panpan Dai and Kai Miao and Chunyao Zhang and Zhe Sun and Song Xue,A Strategy for Enhancing the Performance of Borondipyrromethene Dye-Sensitized Solar Cells,The Journal of Physical Chemistry C,120,10.1021/acs.jpcc.6b07356,25657--25667,45,,01/01/2016,Lu_2016,,,CCCCCCOc1cc(OCCCCCC)ccc1n1c2cc(sc2c2c1cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,triphenylamine,493,598,dichloromethane
